symbol,date,open,high,low,close,volume,prev_close,gap,run,dollar_vol,advol20,rvol
PL,2025-01-24,4.85,5.55,4.81,5.44,14452873.0,4.74,0.02320675105485215,0.1708860759493669,78623629.12,4015510.65,3.599261528543076
PL,2025-06-05,5.22,6.45,5.01,5.96,68390494.0,3.99,0.30827067669172914,0.6165413533834585,407607344.24,3823341.0,17.88762603178738
PL,2025-06-12,6.25,6.28,5.26,5.46,27345319.0,5.43,0.15101289134438312,0.15653775322283625,149305441.74,8954133.9,3.053932329513187
PL,2025-07-01,7.13,7.7191,6.1,6.16,43956027.0,6.1,0.16885245901639356,0.26542622950819683,270769126.32,13822498.3,3.1800349000585513
PL,2025-09-08,7.705,9.7081,7.29,9.66,64238873.0,6.53,0.17993874425727419,0.4866921898928025,620547513.1800001,6362125.9,10.09707667055127
PL,2025-12-11,15.79,17.975,15.01,17.47,58974671.0,12.94,0.22024729520865538,0.3891035548686246,1030287502.3699999,7508486.35,7.854402105958414
PL,2026-03-20,33.55,36.28,32.2606,33.83,63704745.0,26.96,0.24443620178041536,0.3456973293768546,2155131523.35,10702935.15,5.952081752079008
PLTR,2024-11-05,47.86,51.575,46.86,51.13,208868200.0,41.41,0.15575947838686321,0.24547210818642862,10679431066.0,46356523.5,4.505691631513308
PLTR,2025-02-04,102.8,106.91,100.51,103.83,230806794.0,83.74,0.22760926677812288,0.2766897540004778,23964669421.02,71435871.0,3.230964930769865
PLTR,2026-08-04,145.145,164.52,143.28,162.66,175034726.0,125.65,0.1551532033426184,0.30935137286112213,28471148531.16,36059375.9,4.854069756653775
POWI,2025-10-13,35.086056,42.496388,35.036916,42.407936,7338226.0,34.044285,0.030600466421897066,0.24826789577163977,311199018.561536,740851.7,9.905121362345527
POWI,2026-05-26,78.709441,84.336865,77.482632,83.532238,3881219.0,70.380058,0.11834862369678634,0.19830627306388404,324206909.23812205,1245159.4,3.117045897898695
PRGO,2025-02-28,24.443014,26.104962,24.071728,25.636434,7581954.0,21.331281,0.14587651815191038,0.2237878259631947,194374263.312036,1398244.15,5.4224821895375
PRMB,2026-02-26,21.165531,22.888307,20.525643,22.297641,19471160.0,19.324622,0.09526235493765411,0.18441162781864495,434160935.53356,5480488.75,3.552814518595627
PSKY,2026-02-27,11.094126,13.86147,10.871353,13.376318,91699563.0,11.069374,0.002236079474774222,0.2522361246444469,1226602515.149034,9073929.9,10.105826693679878
PUMP,2024-12-10,8.49,9.655,8.38,9.29,4344055.0,7.88,0.0774111675126905,0.2252538071065988,40356270.949999996,1155939.35,3.7580302115331565
PUMP,2025-10-29,9.0,11.28,8.55,11.1,25627018.0,7.3,0.23287671232876717,0.5452054794520547,284459899.8,2269282.15,11.293006469028102
PURR,2026-01-27,4.05,4.63,4.05,4.35,8002161.0,3.74,0.08288770053475925,0.23796791443850251,34809400.349999994,1537988.5,5.203004443791355
PURR,2026-01-28,5.01,5.12,4.32,4.65,5834948.0,4.35,0.15172413793103456,0.17701149425287377,27132508.200000003,1899080.85,3.0725116310872176
PURR,2026-06-01,11.62,11.62,10.38,10.87,41643546.0,9.99,0.16316316316316315,0.16316316316316315,452665345.02,13552627.8,3.072728522803526
PURR,2026-08-19,7.26,9.4375,6.8903,9.39,62000006.0,7.2,0.008333333333333304,0.31076388888888884,582180056.34,7189246.6,8.623992116225365
PYPL,2026-07-15,54.709866,55.742316,53.308328,55.383203,90995140.0,47.253284,0.15780029172152354,0.17964956678989763,5039602310.63342,16240642.25,5.60292743348866
QBTS,2024-10-18,1.05,1.21,1.03,1.17,13411413.0,1.04,0.009615384615384581,0.16346153846153832,15691353.209999999,3035641.15,4.4179836605522365
QBTS,2024-10-23,1.19,1.39,1.15,1.19,13359570.0,1.2,-0.008333333333333304,0.15833333333333321,15897888.299999999,4320835.25,3.091895253354082
QBTS,2024-11-14,1.76,2.15,1.6,1.87,34690049.0,1.78,-0.011235955056179803,0.2078651685393258,64870391.63,10448364.8,3.320141444525367
QBTS,2024-11-22,2.24,3.0,1.97,2.93,84835631.0,1.97,0.13705583756345185,0.5228426395939088,248568398.83,13463744.15,6.301043012615477
QBTS,2024-11-25,3.42,3.77,2.7,2.89,103614218.0,2.93,0.1672354948805459,0.2866894197952219,299445090.02000004,17132629.85,6.047770768829165
QBTS,2024-12-16,5.1,7.7,4.84,7.23,163895273.0,5.0,0.020000000000000018,0.54,1184962823.79,49435118.2,3.315361204092357
QBTS,2024-12-17,8.09,9.42,7.23,8.4,174215727.0,7.23,0.11894882434301524,0.3029045643153525,1463412106.8,56967655.9,3.058151581764487
QBTS,2024-12-18,8.15,10.5,8.0,8.96,214157612.0,8.4,-0.029761904761904767,0.25,1918852203.5200002,65051032.75,3.2921477637878085
QBTS,2025-03-14,7.7,10.2,7.62,10.15,261242342.0,6.91,0.11432706222865407,0.47612156295224306,2651609771.3,61052720.15,4.278963187195518
QBTS,2025-05-08,8.67,10.89,7.71,10.42,228913468.0,6.89,0.258345428156749,0.5805515239477506,2385278336.56,27392336.25,8.356843531372757
QBTS,2025-05-20,15.34,17.59,14.6,16.56,308820196.0,13.15,0.16653992395437256,0.33764258555133075,5114062445.759999,63847247.55,4.836859972047456
QBTS,2025-09-17,18.98,22.85,18.93,22.54,126852159.0,18.98,0.0,0.20389884088514232,2859247663.8599997,32045541.65,3.958496329551041
QBTS,2026-04-15,18.525,21.04,17.77,20.81,98957458.0,16.97,0.09163229228049508,0.23983500294637605,2059304700.9799998,20553384.85,4.814655042086656
QBTS,2026-05-21,21.76,25.83,21.61,25.74,119132464.0,19.3,0.1274611398963732,0.3383419689119169,3066469623.3599997,25825466.75,4.612983964752544
QBTS,2026-05-22,26.34,31.55,26.11,29.4,141703186.0,25.74,0.02331002331002341,0.22571872571872587,4166073668.3999996,30306809.3,4.675622055667866
QCOM,2025-10-27,165.503423,201.748624,165.376075,183.851331,81799263.0,165.493627,5.9192611688851926e-05,0.21907186190317773,15038903377.369053,7473295.35,10.945541313311002
QCOM,2026-04-30,170.488995,185.194253,162.076025,177.950676,61132672.0,154.584616,0.10288461692721085,0.19801218123800868,10878600308.086271,14041954.9,4.353572735089756
QDEL,2024-11-08,41.77,46.0,41.505,43.75,2488807.0,38.85,0.07516087516087522,0.18404118404118397,108885306.25,532346.9,4.675160125850268
QDEL,2025-05-08,28.66,37.24,28.5401,36.46,6903349.0,25.85,0.10870406189555126,0.4406189555125726,251696104.54,1754948.7,3.9336471772650676
QDEL,2026-06-29,17.0,19.8,16.73,18.23,6604079.0,13.79,0.23277737490935468,0.43582306018854267,120392360.17,1715557.05,3.849524561133073
QXO,2024-11-18,15.52,17.81,15.035,15.5,8184481.0,15.4,0.007792207792207684,0.15649350649350646,126859455.5,1809014.45,4.524276188064722
QXO,2026-01-05,20.47,23.795,20.4,23.3,25201930.0,19.72,0.038032454361054846,0.2066430020283978,587204969.0,6652059.95,3.7885903298270787
RAMP,2025-05-22,32.08,35.2,31.22,33.5,2661924.0,28.07,0.1428571428571428,0.2540078375489847,89174454.0,487615.0,5.459069142663782
RAMP,2026-05-18,37.8,37.91,37.72,37.77,13097578.0,29.66,0.2744436952124072,0.2781523937963586,494695521.06000006,499525.3,26.22004931481949
RARE,2025-12-30,19.85,22.87,19.8,22.78,11045719.0,19.72,0.006592292089249607,0.15973630831643004,251621478.82000002,2520318.55,4.382667817923254
RBLX,2024-10-31,51.12,52.65,48.0,51.72,37475785.0,43.14,0.18497913769123775,0.2204450625869263,1938247600.2,7577971.4,4.945358463612043
RBLX,2025-07-31,149.6,150.59,135.65,137.79,24665775.0,124.94,0.19737473987513998,0.20529854330078434,3398697137.25,8045811.75,3.0656664319793463
RCUS,2026-03-02,20.47,24.74,20.29,23.94,3229941.0,20.37,0.004909180166912108,0.2145311732940598,77324787.54,1076064.45,3.0016241127564434
RCUS,2026-04-22,25.0,28.72,24.85,26.62,4112699.0,24.52,0.019575856443719397,0.17128874388254478,109480047.38000001,1116914.15,3.682197955859007
RDW,2024-11-11,9.4,10.5,9.35,10.38,1544177.0,9.02,0.04212860310421296,0.16407982261640797,16028557.260000002,477312.95,3.235145830424253
RDW,2025-01-21,15.96,22.5,15.93,22.33,10564864.0,14.75,0.08203389830508478,0.5254237288135593,235913413.11999997,1215350.05,8.692856844001446
RDW,2025-05-27,13.59,16.47,13.33,15.93,5476538.0,13.0,0.04538461538461536,0.2669230769230768,87241250.34,1428503.05,3.8337601029273265
RDW,2025-06-04,15.395,18.051,15.16,17.02,6077628.0,14.84,0.03739892183288407,0.21637466307277609,103441228.56,1883047.55,3.2275488741641176
RDW,2025-12-19,7.3,8.4,7.2,8.0,35334807.0,7.02,0.03988603988603989,0.19658119658119677,282678456.0,8460763.45,4.176314254477828
RDW,2026-01-27,12.225,14.55,11.73,14.2,96120613.0,10.96,0.11541970802919699,0.32755474452554734,1364912704.6,26773911.1,3.5900848643663417
RGTI,2024-10-21,1.17,1.3,1.09,1.28,13311291.0,1.11,0.054054054054053946,0.1711711711711712,17038452.48,3261618.7,4.081191648796961
RGTI,2024-10-28,1.27,1.54,1.25,1.5,15633308.0,1.22,0.040983606557376984,0.2622950819672132,23449962.0,4755274.5,3.287572147517457
RGTI,2024-10-29,1.6,1.73,1.4,1.46,18426187.0,1.5,0.06666666666666665,0.15333333333333332,26902233.02,5438995.3,3.3877924108520556
RGTI,2024-11-22,1.69,1.8498,1.54,1.74,96688138.0,1.48,0.14189189189189189,0.24986486486486492,168237360.12,14057754.65,6.877921859306315
RGTI,2024-11-25,2.63,3.37,2.37,2.75,274215753.0,1.74,0.5114942528735631,0.9367816091954024,754093320.75,18503720.2,14.819493055239779
RGTI,2024-12-10,4.33,6.89,4.28,6.49,248708844.0,4.47,-0.031319910514541305,0.5413870246085011,1614120397.56,73705138.8,3.3743758990112642
RGTI,2024-12-11,7.95,7.96,5.78,7.38,313253243.0,6.49,0.2249614791987673,0.22650231124807396,2311808933.34,85289017.2,3.672843858259396
RGTI,2025-05-14,10.22,12.39,10.18,11.64,132878296.0,9.865,0.03598580841358334,0.2559553978712621,1546703365.44,33740251.15,3.9382722852079306
RGTI,2025-05-22,11.032,14.44,10.94,13.86,165197066.0,10.96,0.006569343065693456,0.31751824817518237,2289631334.7599998,52635383.25,3.138517396470178
RGTI,2025-07-16,13.8,16.84,13.78,16.56,193609369.0,12.72,0.08490566037735858,0.3238993710691822,3206171150.64,35682965.3,5.425820622592709
RGTI,2026-04-15,17.875,19.51,17.181,19.11,77175299.0,16.87,0.05957320687611145,0.15649081209247195,1474819963.8899999,24749995.35,3.118194484832499
RGTI,2026-05-21,18.685,22.1,18.4,22.04,148238517.0,16.88,0.10693127962085303,0.30924170616113766,3267176914.68,26954283.25,5.4996274849935025
RGTI,2026-05-22,22.96,27.785,22.66,26.42,204233224.0,22.04,0.04174228675136127,0.26066243194192373,5395841778.08,32986268.95,6.191461796105922
RIOT,2024-11-11,14.06,15.87,13.825,14.97,82491023.0,12.81,0.09758001561280238,0.23887587822014034,1234890614.31,25373115.0,3.2511192654114405
RIOT,2026-01-16,17.73,19.39,17.3,19.24,53701058.0,16.57,0.07000603500301761,0.17018708509354252,1033208355.92,15033516.05,3.5720890456627408
RIOT,2026-08-11,23.57,23.66,19.34,20.24,76369611.0,19.4,0.21494845360824755,0.2195876288659795,1545720926.6399999,18888515.65,4.0431769449284385
RIVN,2024-11-13,11.75,13.1,11.46,12.03,119810166.0,10.58,0.11058601134215507,0.23818525519848777,1441316296.98,30371771.1,3.9447869406601708
RIVN,2025-01-03,13.91,16.65,13.71,16.49,124581775.0,13.25,0.04981132075471706,0.2566037735849056,2054353469.7499998,36310073.35,3.431052694362018
RIVN,2025-11-05,13.335,15.85,13.26,15.42,197650564.0,12.5,0.06679999999999997,0.268,3047771696.88,33978846.4,5.8168709341468405
RIVN,2026-02-13,17.77,18.48,16.4,17.73,127927317.0,14.0,0.26928571428571435,0.32000000000000006,2268151330.41,26052384.35,4.910388058204737
RKLB,2024-11-13,19.24,22.55,18.65,18.83,121001251.0,14.66,0.3124147339699863,0.538199181446112,2278453556.33,14048940.9,8.61283792574001
RKLB,2025-01-21,26.0,31.64,25.52,31.27,62027703.0,24.0,0.08333333333333326,0.31833333333333336,1939606272.81,16571483.5,3.743038636221072
RKLB,2026-05-08,86.035,105.62,85.87,105.47,79927310.0,78.58,0.0948714685670653,0.3441079155001274,8429933385.7,21702221.0,3.6829092285070733
RKT,2025-04-02,13.15,14.55,12.83,13.86,34939319.0,12.6,0.04365079365079372,0.15476190476190488,484258961.34,11094620.65,3.1492125870928267
RMBS,2025-09-11,77.85,89.98,77.85,88.58,4971162.0,77.11,0.00959668006743608,0.1669044222539231,440345529.96,1235866.25,4.02241100119046
RMBS,2025-09-15,88.125,100.73,88.125,94.88,5403865.0,86.03,0.024351970242938448,0.17087062652563056,512718711.2,1506457.8,3.587133340210393
RMBS,2026-01-21,120.81,131.12,120.0,125.93,5947591.0,110.1,0.09727520435967318,0.1909173478655768,748980134.63,1516381.4,3.9222262947830937
ROIV,2026-02-06,24.475,25.95,23.973,25.82,24052001.0,21.14,0.15775780510879844,0.22753074739829704,621022665.82,5576707.85,4.312939039831538
S,2025-07-21,19.39,21.4,18.945,19.78,41278887.0,18.01,0.07662409772348688,0.1882287617990004,816496384.86,5485392.45,7.525238599838011
SE,2024-11-12,109.55,117.52,107.19,107.65,14162099.0,97.46,0.12405089267391745,0.2058280320131336,1524549957.3500001,2979631.8,4.7529694776381435
SE,2025-08-12,166.5,178.0,165.8,174.12,19418596.0,146.23,0.1386172468029816,0.21726048006565013,3381165935.52,4331519.85,4.483090617719321
SE,2026-05-12,94.71,98.0965,90.25,96.02,14999652.0,84.87,0.1159420289855071,0.15584423235536704,1440266585.04,4086039.65,3.6709511617196373
SGHC,2024-11-06,4.342458,4.704329,3.906356,4.574426,2142386.0,3.887799,0.11694508898222367,0.21002371778993734,9800186.220436,284187.0,7.53864884741385
SGHC,2025-01-24,6.885756,7.569488,6.871509,7.503099,2145868.0,6.467862,0.06461084049103083,0.17032305265634906,16100660.044932,409890.9,5.235217468843539
SHOO,2025-11-05,34.818928,37.358731,32.978063,36.738547,4047949.0,32.328346,0.07704019252949079,0.15560291887497102,148715764.590103,1308834.85,3.0927882154115927
SHOP,2024-11-12,107.52,114.51,106.0,108.92,63946173.0,89.99,0.1947994221580176,0.2724747194132682,6965017163.16,5599424.25,11.420133596771132
SHOP,2025-08-06,145.16,156.3899,145.11,154.9,38572096.0,127.0,0.14299212598425193,0.23141653543307106,5974817670.400001,7823138.7,4.930514142616441
SHOP,2026-08-05,150.0,153.88,142.52,144.24,41541496.0,123.3,0.2165450121654502,0.24801297648012977,5991945383.04,8765640.8,4.739128256316412
SMCI,2025-02-10,38.0,42.88,37.36,42.65,134627844.0,36.28,0.047409040793825685,0.18191841234840145,5741877546.599999,39422780.0,3.4149759098673407
SMCI,2025-02-19,59.04,66.4399,55.61,60.25,337992654.0,55.8,0.058064516129032295,0.19067921146953393,20364057403.5,74054049.9,4.564134634856749
SMCI,2025-05-14,45.925,46.57,43.08,45.0,169224142.0,38.89,0.18089483157624064,0.19748007199794282,7615086390.0,47486259.9,3.5636443543114247
SMCI,2026-02-04,32.95,34.94,31.7,33.76,115558234.0,29.67,0.11054937647455354,0.17762049207954145,3901245979.8399997,32168797.5,3.5922459955178616
SMCI,2026-05-06,31.44,34.71,31.12,34.66,127295696.0,27.83,0.12971613366870294,0.24721523535752787,4412068823.36,31257591.55,4.072472947775786
SMCI,2026-07-22,28.89,32.2844,28.5,30.56,163015097.0,25.5,0.13294117647058834,0.2660549019607843,4981741364.32,41570181.15,3.921443026956836
SMCI,2026-08-12,34.99,38.15,33.9401,37.61,165979930.0,31.6,0.10727848101265813,0.20727848101265822,6242505167.3,49155701.4,3.3766160439732835
SMMT,2025-04-10,17.77,21.25,17.76,20.15,8483501.0,18.23,-0.025233132199670938,0.16566099835436088,170942545.14999998,2615967.5,3.242968805996252
SMMT,2026-04-21,25.22,29.23,24.92,26.38,10194535.0,25.12,0.003980891719745028,0.16361464968152872,268931833.3,3046132.2,3.3467145647848113
SNDK,2025-09-04,55.67,62.65,55.55,62.5,10189014.0,53.01,0.05017921146953408,0.1818524806640256,636813375.0,2724240.95,3.7401295212158083
SNDK,2026-01-06,288.745,352.0,288.5,349.63,24249692.0,274.08,0.053506275539988435,0.284296555750146,8478419813.96,7691353.8,3.1528509324327274
SNOW,2024-11-21,161.26,174.6484,161.16,171.35,55121595.0,129.12,0.2489157372986368,0.3526053283767039,9445085303.25,5430540.65,10.150295993088644
SNOW,2025-08-28,222.0,249.99,218.09,241.0,42740954.0,200.39,0.10783971256050706,0.24751734118469004,10300569914.0,5078535.2,8.416000345926518
SNOW,2026-05-28,237.0,244.92,229.49,239.2,39582273.0,175.26,0.3522766175967136,0.3974666210201985,9468079701.6,8108447.8,4.881609153357317
SNOW,2026-09-03,377.245,384.56,355.47,356.47,21835875.0,305.84,0.2334717499346064,0.25738948469788125,7783834361.250001,4323451.3,5.050565736683561
SOFI,2025-07-29,23.11,25.11,22.255,22.4,236127444.0,21.02,0.09942911512844899,0.19457659372026637,5289254745.599999,69734131.55,3.3861100547397585
SUPN,2025-08-06,39.15,43.615,38.26,42.44,3814761.0,37.53,0.043165467625899234,0.16213695710098586,161898456.84,797920.65,4.780877647420204
SUPN,2026-08-03,50.45,52.4999,44.17,46.0,4518516.0,44.63,0.1304055568003586,0.17633654492493833,207851736.0,695307.7,6.4985847273085
SWKS,2025-10-28,82.970184,88.045642,77.623518,77.73975,11143942.0,73.458542,0.12948313077055085,0.1985759532227036,866327265.0945001,2061675.15,5.405285114873699
SXC,2024-10-31,8.582417,9.319968,8.573477,9.217158,1630902.0,7.706295,0.11368913336434683,0.20939673344973153,15032281.416515999,543628.95,3.00002786827302
TAL,2025-01-23,10.75,11.09,10.24,11.07,28603173.0,9.13,0.1774370208105147,0.21467688937568452,316637125.11,5244310.85,5.454133787664398
TAL,2026-01-29,11.86,12.88,11.6,12.7,15093154.0,10.76,0.1022304832713754,0.1970260223048328,191683055.79999998,3378165.2,4.4678555092569185
TAL,2026-07-30,12.465,12.5695,11.475,12.34,11423892.0,10.89,0.14462809917355357,0.15422405876951317,140970827.28,3670732.95,3.112155571001154
TEM,2024-11-06,45.96,59.16,45.51,56.97,3135586.0,44.5,0.03280898876404503,0.3294382022471909,178634334.42,846069.85,3.7060604393360665
TEM,2025-01-21,42.84,49.83,41.75,47.64,33902978.0,35.15,0.2187766714082504,0.41763869132290177,1615137871.92,3921132.65,8.646220627093552
TEM,2026-01-12,75.34,76.33,68.32,69.26,16043679.0,66.27,0.13686434283989746,0.15180322921382228,1111185207.5400002,4100172.35,3.912927952894468
TEM,2026-08-19,55.98,61.98,54.81,61.25,22543630.0,49.36,0.1341166936790923,0.2556726094003241,1380797337.5,4680302.1,4.816704032844376
TEVA,2024-12-17,19.83,21.05,19.03,20.88,57818888.0,16.51,0.20109024833434264,0.27498485766202285,1207258381.44,8016536.2,7.212452679999124
TEVA,2025-11-05,23.06,25.0,22.7,24.6,56470122.0,20.46,0.1270772238514173,0.2218963831867058,1389165001.2,8972338.35,6.293802105668474
TGTX,2025-03-03,30.33,36.4,30.28,34.42,13500039.0,30.09,0.007976071784645988,0.20970422067131933,464671342.38,1633404.55,8.264969630456827
TGTX,2026-01-14,31.16,33.24,28.45,29.54,8728244.0,27.87,0.11804808037316117,0.1926803013993541,257832327.76,1876008.0,4.6525622492014955
TGTX,2026-05-06,36.25,42.09,36.25,41.97,6593807.0,36.1,0.0041551246537396835,0.16592797783933522,276742079.79,1796668.05,3.67001962326875
TOST,2024-11-08,38.39,38.4,34.71,37.48,28795314.0,32.67,0.17508417508417495,0.17539026629935717,1079248368.72,5817136.65,4.950083818299162
TOST,2025-05-09,39.835,42.64,39.75,40.84,24000475.0,36.65,0.08690313778990455,0.1634379263301502,980179399.0000001,6492104.05,3.6968715866468593
TTD,2025-05-09,69.75,75.77,68.98,71.04,48903743.0,59.9,0.164440734557596,0.26494156928213686,3474121902.7200003,9478966.45,5.159185155676968
TTD,2026-03-05,31.489,32.9,29.2522,29.79,82707390.0,25.17,0.2510528406833532,0.3071116408422725,2463853148.1,18906992.0,4.374434071797354
TXN,2026-04-23,257.674727,281.243684,256.68485,279.372818,25659066.0,233.917693,0.10156150950069431,0.20231898832894157,7168445575.667988,5883926.15,4.360874923625613
U,2025-01-02,25.18,26.08,23.36,24.51,33318815.0,22.47,0.12060525144637291,0.1606586559857588,816644155.6500001,10442356.7,3.190737106308579
U,2025-02-20,24.68,28.01,24.49,28.0,64160011.0,21.47,0.14951094550535626,0.30461108523521196,1796480308.0,8152615.55,7.869868339369934
U,2025-05-28,21.825,25.34,21.825,24.54,39242001.0,21.81,0.0006877579092159358,0.16185236130215497,962998704.54,10142067.05,3.8692310755330688
U,2025-05-30,25.0,27.73,24.81,26.08,46642386.0,23.77,0.051745898190997064,0.16659655027345388,1216433426.8799999,12171744.5,3.8320214493493516
U,2025-07-16,32.2396,34.55,32.05,33.94,40151317.0,29.69,0.08587403166049179,0.16369147861232713,1362735698.98,12072664.35,3.325804133699783
U,2025-11-05,42.1,42.66,37.6628,42.36,41067847.0,35.87,0.17368274323947608,0.18929467521605803,1739633998.92,8793983.45,4.66999366481637
U,2026-03-27,20.225,20.33,18.15,19.45,54029349.0,17.13,0.18067717454757748,0.18680677174547577,1050870838.05,13724452.95,3.9367214997083
U,2026-08-06,36.01,41.66,34.8,40.81,41035822.0,35.47,0.015224133070200097,0.17451367352692415,1674671895.8200002,8723747.25,4.703921471360831
UEC,2025-05-23,6.0,6.53,5.76,6.45,67071044.0,5.16,0.16279069767441867,0.2655038759689923,432608233.8,8828982.85,7.596689804420676
UMC,2025-03-31,6.084299,7.277117,6.065806,6.611358,50395060.0,6.056559,0.004580158469520423,0.2015266424383877,333179783.09148,14632572.2,3.4440328953237627
USAR,2025-03-14,10.23,19.03,9.4139,18.55,381336.0,10.785,-0.05146036161335188,0.7644877144181734,7073782.8,34362.35,11.09749478717259
USAR,2025-03-18,15.0,18.4,14.1603,17.35,352637.0,14.13,0.06157112526539277,0.3021939136588816,6118251.95,72796.75,4.844131091017113
USAR,2025-04-04,8.5,10.5,7.27,7.55,7426456.0,6.5,0.3076923076923077,0.6153846153846154,56069742.8,263655.1,28.167314040198733
USAR,2025-04-14,9.72,13.4,9.0,11.75,11478981.0,8.31,0.16967509025270755,0.6125150421179302,134878026.75,831564.75,13.804073585370231
USAR,2025-04-15,14.31,15.0,12.5,13.52,9305796.0,11.75,0.21787234042553205,0.27659574468085113,125814361.92,1384338.15,6.722198618885133
USAR,2025-04-16,14.7635,18.55,14.31,15.66,12266871.0,13.52,0.09197485207100597,0.3720414201183433,192099199.86,1831996.1,6.695904538224727
USAR,2025-06-04,9.43,10.8,9.01,10.35,3823921.0,9.08,0.03854625550660784,0.18942731277533054,39577582.35,765663.05,4.994260856652283
USAR,2025-06-09,12.0,13.6152,11.7,13.08,4772885.0,11.55,0.03896103896103886,0.17880519480519474,62429335.8,1214981.95,3.9283587710912085
USAR,2025-06-12,12.52,15.0295,12.52,14.53,6554451.0,12.45,0.005622489959839383,0.20718875502008038,95236173.03,1743591.2,3.7591672864602668
USAR,2025-07-10,11.64,11.71,10.81,11.0,8116348.0,9.79,0.18896833503575095,0.19611848825332,89279828.0,2540454.9,3.194840420115311
USAR,2025-07-15,12.7,15.84,12.2836,15.54,16060167.0,11.85,0.07172995780590719,0.3367088607594937,249574995.17999998,2673072.95,6.008128958844913
USAR,2025-10-02,18.51,23.37,18.5,22.71,24643136.0,18.41,0.005431830526887671,0.269418794133623,559645618.5600001,6047222.85,4.075116232900198
USAR,2025-10-03,26.09,28.25,25.01,25.96,41452643.0,22.71,0.14883311316600611,0.24394539850286212,1076110612.28,7160520.55,5.789054400521202
USAR,2025-10-10,34.235,37.85,31.31,32.61,50624765.0,31.07,0.1018667524943675,0.21821692951400062,1650873586.6499999,12569812.85,4.027487569156609
USAR,2025-10-13,38.57,43.98,37.5,38.68,49823394.0,32.61,0.1827660226924257,0.3486660533578656,1927168879.92,14952411.05,3.332131108046284
USAR,2026-01-26,30.56,32.07,25.8,26.72,122598255.0,24.77,0.23375050464271285,0.29471134436818747,3275825373.6,13629884.0,8.994812795178595
USAR,2026-04-20,21.4,23.69,21.27,22.58,43419517.0,19.95,0.07268170426065157,0.187468671679198,980412693.8599999,12939110.05,3.35568032362473
UUUU,2024-10-16,5.9,6.7275,5.8621,6.6,11187652.0,5.72,0.03146853146853168,0.17613636363636376,73838503.2,3058846.1,3.657474627442028
UUUU,2025-05-23,5.0,5.44,4.74,5.4,33177758.0,4.5,0.11111111111111116,0.2088888888888889,179159893.20000002,7517692.75,4.413289968521259
VET,2026-03-19,12.700815,14.569749,12.700815,14.297092,11708317.0,12.50252,0.015860402542847263,0.16534498645073148,167394885.31416398,2362491.8,4.9559185771565435
VFC,2024-10-29,19.561631,21.12714,18.97878,20.838123,29999612.0,16.406529,0.19230770871766967,0.2877275869868636,625135604.8082759,6876888.5,4.362381620699536
VFC,2025-07-30,14.682138,15.073661,12.430877,12.450453,28631971.0,12.137234,0.20967742732817052,0.2419354360309771,356481009.232863,7630200.3,3.752453392344104
VG,2026-03-02,11.169219,11.882254,10.909934,11.348724,46305504.0,9.663369,0.15583074598517355,0.22961815904991312,525508384.576896,9413803.35,4.918894338280394
VG,2026-03-03,13.263448,13.39309,11.199137,11.428504,50792824.0,11.348724,0.1687171174486224,0.18014060435340573,580485992.255296,11140014.85,4.559493383440149
VIAV,2025-01-31,12.12,12.907,11.88,12.04,17601288.0,9.99,0.21321321321321318,0.291991991991992,211919507.51999998,1463235.2,12.029021718449638
VIAV,2025-08-08,12.4,12.5,10.81,10.93,10212464.0,10.16,0.22047244094488194,0.2303149606299213,111622231.52,1680293.5,6.077785815394751
VIAV,2025-10-30,15.85,17.43,15.8,17.1,19891029.0,13.98,0.13376251788268956,0.24678111587982832,340136595.90000004,3032905.45,6.558407219717317
VIAV,2026-01-29,23.01,24.95,22.8,24.7,15626199.0,21.03,0.09415121255349512,0.18640038040893958,385967115.3,4039321.2,3.8685210277409974
VIAV,2026-03-02,30.15,35.61,29.54,35.35,17421465.0,29.71,0.014809828340625941,0.19858633456748565,615848787.75,5171718.0,3.3686030444815436
VIAV,2026-04-30,59.99,60.43,49.26,52.4,21290207.0,45.53,0.3175927959587086,0.3272567537887108,1115606846.8,5743347.6,3.706933391947233
VRT,2026-02-11,233.146812,249.839324,232.896923,248.400061,19793450.0,199.53169,0.16847009114191347,0.25212854158655196,4916694187.40045,5117452.2,3.867832903256038
VSXY,2025-12-05,48.57,50.2199,45.915,49.05,12135116.0,41.57,0.16839066634592248,0.20808034640365647,595227439.8,2340749.65,5.184286153796926
VSXY,2026-06-02,78.53,81.28,74.26,80.06,9958362.0,54.3,0.4462246777163905,0.4968692449355434,797266461.72,2434237.5,4.090957435336527
VTRS,2024-11-07,10.880694,12.382432,10.75171,12.142891,22179128.0,10.696431,0.017226587073763122,0.15762276220918903,269318733.779048,5129765.65,4.323614276609303
WBD,2025-09-11,12.585,17.2398,12.565,16.17,298443335.0,12.54,0.0035885167464115852,0.37478468899521533,4825828726.950001,49491184.1,6.030232261102841
WBD,2025-09-12,17.53,19.33,17.22,18.87,286212696.0,16.17,0.08410636982065545,0.19542362399505242,5400833573.52,61404662.75,4.661090594459783
WDAY,2026-08-13,177.44,227.49,174.595,206.45,16323860.0,175.29,0.01226538878430028,0.29779223001882604,3370060897.0,4448912.25,3.6691800338386087
WFC,2024-11-06,70.174795,71.103439,66.967625,69.380183,63689141.0,61.338324,0.14406117454399303,0.15920087741556155,4418764257.692803,18024832.5,3.533410976218503
