date,spy_below_sma20,spy_below_sma50,spy_rv10,spy_ret5
2022-02-02,True,False,0.22422247332212059,0.04253458282178513
2022-02-03,False,False,0.22258306815465306,0.055309426208366874
2022-02-04,True,True,0.24913777010351815,0.03561821940820731
2022-02-07,True,True,0.2239093622654644,0.015273219809925243
2022-02-08,True,True,0.2254138548062782,-0.005890068562358408
2022-02-09,False,True,0.21294102959977018,-0.004437576188515924
2022-02-10,False,True,0.21606915228436585,0.00041543817089406687
2022-02-11,False,True,0.24206352710917448,0.006090459960998329
2022-02-14,True,True,0.23913050116613543,-0.01836416299532062
2022-02-15,True,True,0.21645186360683052,-0.018423288337605537
2022-02-16,False,True,0.2320544127982586,-0.010733134332393646
2022-02-17,False,True,0.22438631189990635,-0.02391047718484618
2022-02-18,True,True,0.21890136958286088,-0.027285676596814246
2022-02-22,True,True,0.2163943736980591,-0.014144303227990096
2022-02-23,True,True,0.21968415103847092,-0.02152521367846516
2022-02-24,True,True,0.2180766131122037,-0.05413584391067516
2022-02-25,True,True,0.21920655273423437,-0.04097626601419202
2022-02-28,True,True,0.2504416637975043,0.0015787322769651446
2022-03-01,True,True,0.23149240357668255,0.005527025253789786
2022-03-02,True,True,0.24261718724841927,0.0009544420288591926
2022-03-03,True,True,0.24757455156781835,0.0377769865391715
2022-03-04,True,True,0.24748989175112363,0.017300956656263633
2022-03-07,True,True,0.22711016864139602,-0.01274700270308271
2022-03-08,True,True,0.26818917631968625,-0.0393926207868035
2022-03-09,True,True,0.26621498254925835,-0.03193171764555314
2022-03-10,True,True,0.2901026987708412,-0.02393295111038163
2022-03-11,True,True,0.28087626720337106,-0.023478918069358756
2022-03-14,True,True,0.2557113645170512,-0.0279982415546568
2022-03-15,True,True,0.25607428523051673,-0.005793578591890225
2022-03-16,True,True,0.2793971536384439,0.023831831712649132
2022-03-17,False,True,0.2871817445470604,0.019208723487393664
2022-03-18,False,True,0.2926954534949234,0.03664096957008178
2022-03-21,False,False,0.291018979864794,0.06149205659912216
2022-03-22,False,False,0.22936699915503186,0.06899416051078555
2022-03-23,False,False,0.21701264602236275,0.058231971259980586
2022-03-24,False,False,0.2132242414388146,0.02173557570564366
2022-03-25,False,False,0.21387459511311468,0.024530154510377766
2022-03-28,False,False,0.18703783349574765,0.01837937655543387
2022-03-29,False,False,0.16720336436041386,0.02592317618517259
2022-03-30,False,False,0.15318389086542938,0.02660201571209675
2022-03-31,False,False,0.14761291779473473,0.033783327322548296
2022-04-01,False,False,0.17463003393319862,0.002552775646120997
2022-04-04,False,False,0.16858564041177584,0.0005080729780060356
2022-04-05,False,False,0.17116950133946052,0.0019521386391794238
2022-04-06,False,False,0.17917711329310884,-0.022792763959524565
2022-04-07,False,False,0.1732717100524318,-0.026553303326824262
2022-04-08,False,False,0.15587078885115294,-0.006354617482663971
2022-04-11,False,False,0.15337777918946582,-0.011812240381341765
2022-04-12,True,True,0.16481436013313763,-0.03695271398509592
2022-04-13,True,True,0.13919348491322273,-0.028246458783340533
2022-04-14,True,False,0.16176379370490448,-0.0071889266409317365
2022-04-18,True,True,0.1562202014576861,-0.024466876949087113
2022-04-19,True,True,0.1541172403319786,-0.021449158506304578
2022-04-20,True,False,0.1738866321205778,0.011638480525070216
2022-04-21,True,False,0.1645815048364094,0.014647836151017168
2022-04-22,True,True,0.1734991874266623,-0.011842728581643702
2022-04-25,True,True,0.21009779719510313,-0.026839351775114206
2022-04-26,True,True,0.21703206578848241,-0.021599652001353054
2022-04-27,True,True,0.24327531970666696,-0.06502786234788216
2022-04-28,True,True,0.2467549499993933,-0.06170313076847633
2022-04-29,True,True,0.27973525200068355,-0.02339862180326091
2022-05-02,True,True,0.32524892381487286,-0.03295465224527028
2022-05-03,True,True,0.329469095141484,-0.03274136071893796
2022-05-04,True,True,0.31310687253088315,0.0006729139768568704
2022-05-05,True,True,0.3640655059767888,0.028255084545055542
2022-05-06,True,True,0.39575076930395287,-0.032724806984155475
2022-05-09,True,True,0.37647510001453866,-0.0016019416756678506
2022-05-10,True,True,0.3982568976146938,-0.03935051174952442
2022-05-11,True,True,0.3805910639123736,-0.04152456881326638
2022-05-12,True,True,0.3829191905380312,-0.08462685897637845
2022-05-13,True,True,0.3440198246752669,-0.05188371418137472
2022-05-16,True,True,0.33821306609982704,-0.023386979260692886
2022-05-17,True,True,0.33502520647390027,0.004822061930046084
2022-05-18,True,True,0.35463152432624884,0.023127615392249945
2022-05-19,True,True,0.352746794919546,-0.0022660713641313723
2022-05-20,True,True,0.3196701694878971,-0.007340572112307542
2022-05-23,True,True,0.32122367620789455,-0.030095588697015563
2022-05-24,True,True,0.3031690010259215,-0.007923217768691426
2022-05-25,True,True,0.30501453458993494,-0.03533992967736399
2022-05-26,True,True,0.29668950501950675,0.014061145261793584
2022-05-27,False,True,0.3104366867478369,0.04069737562945308
2022-05-31,False,True,0.3116354247936932,0.06578035411405203
2022-06-01,False,True,0.3127850429989269,0.04033558502557266
2022-06-02,False,True,0.30146195836039247,0.03985884404636164
2022-06-03,False,True,0.20998154361499907,0.050381254485703186
2022-06-06,False,True,0.2323349474283777,0.012903702878980683
2022-06-07,False,True,0.23114659202108156,-0.008356210318466228
2022-06-08,False,True,0.22102301122906615,0.006805027299156663
2022-06-09,False,True,0.22662225536787553,0.003979589993026611
2022-06-10,True,True,0.26472458039688224,-0.038213660708941055
2022-06-13,True,True,0.28082618588590696,-0.05051882802712837
2022-06-14,True,True,0.27976742393483234,-0.08934165326467558
2022-06-15,True,True,0.2812099339320978,-0.10071198441574447
2022-06-16,True,True,0.30616032626722267,-0.07786586188253841
2022-06-17,True,True,0.291046199274117,-0.08666301142849908
2022-06-21,True,True,0.29926853947150217,-0.05736206060602389
2022-06-22,True,True,0.34517024409049557,0.004506798867245365
2022-06-23,True,True,0.3328153167866409,0.005716193462197872
2022-06-24,True,True,0.3468302815073034,0.001300011635227083
2022-06-27,True,True,0.3849171413857182,0.0684982487899437
2022-06-28,True,True,0.3554070041135429,0.06212758827562226
2022-06-29,True,True,0.31054464474997917,0.014877223440095566
2022-06-30,True,True,0.3097258201132747,0.015892517461513656
2022-07-01,True,True,0.3059303026793378,-0.002142518890872358
2022-07-05,True,True,0.2459952180010429,-0.02266201926668099
2022-07-06,True,True,0.24606852984658031,-0.017061683461981225
2022-07-07,False,True,0.21724141065346533,0.006830421525593433
2022-07-08,False,True,0.2246861526068376,0.022742808586226904
2022-07-11,False,True,0.22322653512439858,0.03027170530988843
2022-07-12,False,True,0.1639270804034048,0.007842828811192915
2022-07-13,False,True,0.1678496998550091,-0.002958424936173598
2022-07-14,True,True,0.13520617162562232,-0.011532943942095364
2022-07-15,True,True,0.13557142870185057,-0.028484022188681957
2022-07-18,False,True,0.1600083670974725,-0.009107984477236153
2022-07-19,False,True,0.16005274793985522,-0.005933944785291301
2022-07-20,False,False,0.2094370008101322,0.030039648610468372
2022-07-21,False,False,0.21022885074984757,0.0420769231294047
2022-07-22,False,False,0.20389152968006605,0.055251251019669656
2022-07-25,False,False,0.212078746802723,0.025861396423753513
2022-07-26,False,False,0.19925032040855137,0.03565911713793457
2022-07-27,False,False,0.20469675186429795,-0.0035179838889652926
2022-07-28,False,False,0.22931416934610632,0.015882665760621473
2022-07-29,False,False,0.22655863222218908,0.01825522226261067
2022-08-01,False,False,0.2210289465377946,0.0427750659004833
2022-08-02,False,False,0.21232062375556932,0.03842556265523456
2022-08-03,False,False,0.19127977601945687,0.043925400868627396
2022-08-04,False,False,0.19996317079019793,0.033438059786246255
2022-08-05,False,False,0.19943184626238863,0.019947298580874406
2022-08-08,False,False,0.18878696236453482,0.003592319665325139
2022-08-09,False,False,0.19035724266377915,0.00540448345942246
2022-08-10,False,False,0.17508835455643884,0.008062539150631265
2022-08-11,False,False,0.15967798738580044,0.013367112783676527
2022-08-12,False,False,0.15470598502349164,0.014052200637241885
2022-08-15,False,False,0.1598184634478793,0.032964905823096746
2022-08-16,False,False,0.15550704439083562,0.03842708051481303
2022-08-17,False,False,0.14413972320686744,0.044609213735606
2022-08-18,False,False,0.14324755921530422,0.015857520587004403
2022-08-19,False,False,0.1418365303930349,0.01880997194289824
2022-08-22,False,False,0.16394626024881598,-0.011613205756571321
2022-08-23,True,False,0.20059451834894215,-0.036165646884286695
2022-08-24,True,False,0.19984981680358357,-0.04037700665298882
2022-08-25,True,False,0.16522675195478737,-0.030423063781094495
2022-08-26,False,False,0.1829794831392773,-0.01958447167949129
2022-08-29,True,False,0.22397287463212892,-0.03986829010205439
2022-08-30,True,False,0.21795711341178312,-0.025934438535621496
2022-08-31,True,True,0.2140282473664799,-0.034291256416996596
2022-09-01,True,True,0.21401679952038594,-0.04469746311941181
2022-09-02,True,True,0.2143363463098763,-0.0550404045448184
2022-09-06,True,True,0.21258702774236582,-0.03224692097376258
2022-09-07,True,True,0.1988672940085696,-0.029481160838221943
2022-09-08,True,True,0.23145940633028064,-0.0010798332693242596
2022-09-09,True,True,0.2347429765276831,0.01315856043271113
2022-09-12,True,False,0.23775339458062913,0.0256798337939379
2022-09-13,False,False,0.172194860645741,0.047751374876394914
2022-09-14,True,True,0.2837872019342622,0.005988329247158086
2022-09-15,True,True,0.2807433522394677,-0.007994367918210288
2022-09-16,True,True,0.283909671673758,-0.025625656454766887
2022-09-19,True,True,0.28450911955662306,-0.047849922633123376
2022-09-20,True,True,0.2843441864046198,-0.05066912968270776
2022-09-21,True,True,0.28949688866443646,-0.018905670762486948
2022-09-22,True,True,0.27835861650990723,-0.03968410734347694
2022-09-23,True,True,0.2714910239954785,-0.03681527050814504
2022-09-26,True,True,0.2463570252538156,-0.045673825776577304
2022-09-27,True,True,0.21934912298478104,-0.06238579535219868
2022-09-28,True,True,0.13035605731785121,-0.05391965218127526
2022-09-29,True,True,0.18244933670036642,-0.018177481124028283
2022-09-30,True,True,0.19631808504695475,-0.030543530764998494
2022-10-03,True,True,0.2011677388199327,-0.029270279548700096
2022-10-04,True,True,0.2553537573850134,0.006313304721091928
2022-10-05,True,True,0.3112210703617273,0.04015080420757333
2022-10-06,True,True,0.298435461078355,0.017704367691148803
2022-10-07,True,True,0.30010986210987994,0.028694285731909686
2022-10-10,True,True,0.3218283644142197,0.01570636463406605
2022-10-11,True,True,0.3203224591961908,-0.017975505377203604
2022-10-12,True,True,0.32139538317039074,-0.053522764370093956
2022-10-13,True,True,0.2991762279271816,-0.054443234979390076
2022-10-14,True,True,0.31664887022425886,-0.01937299025887751
2022-10-17,True,True,0.32923129276427826,-0.014223104358777161
2022-10-18,True,True,0.32768432821339255,0.018887840677555667
2022-10-19,False,True,0.2891174335065666,0.03742941619362394
2022-10-20,False,True,0.29040203963094846,0.03348664916694233
2022-10-21,True,True,0.2890408659654809,-0.0015301799227935842
2022-10-24,False,True,0.27638806670018556,0.04658445947441625
2022-10-25,False,True,0.27242566259029044,0.03284989989585818
2022-10-26,False,True,0.26885943354763353,0.03715679245778847
2022-10-27,False,True,0.2743969454192495,0.036689280189075246
2022-10-28,False,True,0.2575023914276131,0.039873020912922996
2022-10-31,False,False,0.2267458039836148,0.03935450986667699
2022-11-01,False,False,0.21701189578641777,0.01937339865313925
2022-11-02,False,False,0.21857629259120823,-0.0010391768711461857
2022-11-03,False,True,0.2583845447660904,-0.018716297506212065
2022-11-04,True,True,0.26066958461003387,-0.02360650572409373
2022-11-07,False,True,0.24052082816409873,-0.032569018175058306
2022-11-08,False,False,0.2372706431274135,-0.016208798802607838
2022-11-09,False,False,0.22335546726733416,-0.0065536260295465665
2022-11-10,True,True,0.24333676751581285,-0.0019740167699988653
2022-11-11,False,False,0.3734648537434875,0.06382577234081799
2022-11-14,False,False,0.35901848676135484,0.05888136032754132
2022-11-15,False,False,0.360061954212869,0.03992630607231118
2022-11-16,False,False,0.3589769458126275,0.04316754026851122
2022-11-17,False,False,0.32906882493670325,0.05698553849702104
2022-11-18,False,False,0.32122347349745345,-0.0011401361838736523
2022-11-21,False,False,0.31804071306877507,-0.0062231807496344604
2022-11-22,False,False,0.3199662709701731,-0.001341362858433559
2022-11-23,False,False,0.3235139356195892,0.0035383553069727736
2022-11-25,False,False,0.29098388162245514,0.017625490592924287
2022-11-28,False,False,0.12103479287157545,0.020520495493001167
2022-11-29,False,False,0.14180435112801687,-0.0003030086449360425
2022-11-30,False,False,0.1351700548328979,0.0016219365356169302
2022-12-01,False,False,0.20606514697965628,0.01945486383352657
2022-12-02,False,False,0.19951276264222695,0.012325432569791461
2022-12-05,False,False,0.1981036501194612,0.011383690868055574
2022-12-06,False,False,0.22448264409192586,0.0092950435650625
2022-12-07,True,False,0.2368739700572971,-0.003542242210891944
2022-12-08,True,False,0.22449329443098193,-0.035616167437203416
2022-12-09,True,False,0.2261310568911924,-0.027345477819342268
2022-12-12,True,False,0.22794416007694276,-0.033496351485988285
2022-12-13,False,False,0.2275403685192677,-0.0016016441556487848
2022-12-14,False,False,0.22936718126977051,0.020668817837192544
2022-12-15,False,False,0.1604316812354228,0.015871399408295295
2022-12-16,True,False,0.19554847450709636,-0.016681808406612708
2022-12-19,True,True,0.19792923718359148,-0.020976477966208273
2022-12-20,True,True,0.18647448575804723,-0.043074461080693016
2022-12-21,True,True,0.17966253469984197,-0.0489642726394629
2022-12-22,True,False,0.2009902255163082,-0.02853288523907993
2022-12-23,True,True,0.203633616139983,-0.01837985136714182
2022-12-27,True,True,0.20712490396681618,-0.0009392874044632515
2022-12-28,True,True,0.18541164523857226,0.0036313869193675963
2022-12-29,True,True,0.17757045409223257,-0.010196037022074611
2022-12-30,True,True,0.21435674928041876,-0.0072236745216839315
2023-01-03,True,True,0.17991870124664586,0.004491489409423455
2023-01-04,True,True,0.1713967313957103,-0.00545820118992546
2023-01-05,True,True,0.1697988758125989,0.006187729594794966
2023-01-06,True,True,0.18085168419175096,0.007221365956821657
2023-01-09,False,True,0.2027412906019254,0.012100980247873538
2023-01-10,False,True,0.18565084533792006,0.01419867764024274
2023-01-11,False,False,0.186485238608199,0.02562890683161312
2023-01-12,False,False,0.1901256854510777,0.030644151756848537
2023-01-13,False,False,0.16773892806138252,0.046338763483336765
2023-01-17,False,False,0.15208043567742371,0.026850135748875736
2023-01-18,False,False,0.15116584164353702,0.02555045534671141
2023-01-19,False,False,0.17759528254986157,0.0023298691811315386
2023-01-20,False,True,0.18192510691621475,-0.017394822156223455
2023-01-23,False,False,0.18550757074380078,-0.0027206770427763427
2023-01-24,False,False,0.16135154074322605,0.0053450424693830545
2023-01-25,False,False,0.16170522189762054,0.006109058427653302
2023-01-26,False,False,0.16073430808582426,0.02263148520960767
2023-01-27,False,False,0.15800212446318376,0.041452243787613696
2023-01-30,False,False,0.15783962501864238,0.024754975995711748
2023-01-31,False,False,0.17374152023648456,-9.984177713573406e-05
2023-02-01,False,False,0.18666949882974324,0.015692152943558524
2023-02-02,False,False,0.16054686578688776,0.026102158269611264
2023-02-03,False,False,0.15143171631847543,0.029722050501463704
2023-02-06,False,False,0.15981729650524323,0.016441529623070217
2023-02-07,False,False,0.16070609150142812,0.023065977965045503
2023-02-08,False,False,0.16788373365391263,0.021427868003696116
2023-02-09,False,False,0.18312789725535383,-0.000365139548139215
2023-02-10,False,False,0.18450454765540908,-0.02324967406154732
2023-02-13,False,False,0.18451368655070544,-0.01045228489087191
2023-02-14,False,False,0.17599119272901145,0.007320108623964483
2023-02-15,False,False,0.16397642070684898,-0.006141766547294036
2023-02-16,False,False,0.156557734360816,0.00810909354261713
2023-02-17,False,False,0.15143175555533261,0.002923185717240262
2023-02-21,True,False,0.143793091688286,-0.0019115779355336482
2023-02-22,True,False,0.17150311011480782,-0.033282466888342355
2023-02-23,True,False,0.14828198019045566,-0.03417021964019362
2023-02-24,True,False,0.14957964975846458,-0.032175465405223425
2023-02-27,True,True,0.15225234135104637,-0.02914666376823849
2023-02-28,True,False,0.15332067376235325,-0.023400283978339487
2023-03-01,True,True,0.13111578893596273,-0.007091130877463714
2023-03-02,True,True,0.12960921165384542,-0.009534801183283204
2023-03-03,True,False,0.13875972306522444,-0.007113265090909815
2023-03-06,True,False,0.1588705171276519,0.019703314085577794
2023-03-07,True,False,0.15881359164127917,0.016946169106448083
2023-03-08,True,True,0.14366634966574288,0.005072426048084555
2023-03-09,True,False,0.14375153998627443,0.01058924767285263
2023-03-10,True,True,0.16732408912698904,-0.015711015620671676
2023-03-13,True,True,0.1735560757433467,-0.04522625522817947
2023-03-14,True,True,0.17052799736222232,-0.04724701490398919
2023-03-15,True,True,0.1967655441932496,-0.01642102016309721
2023-03-16,True,True,0.19808411576866913,-0.024165247200891637
2023-03-17,True,True,0.21591417483764064,0.011620184460710892
2023-03-20,True,True,0.20138539111410472,0.01442977344556895
2023-03-21,True,True,0.2108710307091243,0.025645909176297943
2023-03-22,False,True,0.20974803965514333,0.02221591750458418
2023-03-23,True,True,0.22743752191642316,0.01111458536856924
2023-03-24,True,True,0.20646159255524163,-0.0036335072765049103
2023-03-27,False,True,0.18907250733383396,0.014769609062597944
2023-03-28,False,True,0.18764749624383797,0.006984302636654061
2023-03-29,False,True,0.17372589760419616,-0.008297611713279585
2023-03-30,False,False,0.17927295327440415,0.02356481689627543
2023-03-31,False,False,0.16243933700058755,0.02678230899841516
2023-04-03,False,False,0.15131525258385128,0.034466204724844296
2023-04-04,False,False,0.14904689700340867,0.03647002599327398
2023-04-05,False,False,0.14764326614531909,0.03303842240255794
2023-04-06,False,False,0.10622800434655495,0.015572443409420211
2023-04-10,False,False,0.1060195535953948,0.013599207430497584
2023-04-11,False,False,0.10594743749444362,0.0005373836370747842
2023-04-12,False,False,0.1069242771948929,-0.002993065133828021
2023-04-13,False,False,0.10993971893128088,-0.0015171162099769653
2023-04-14,False,False,0.1064243853851125,0.014401371581545419
2023-04-17,False,False,0.10832535951868313,0.007991396722314192
2023-04-18,False,False,0.08660276044916096,0.010571029822600941
2023-04-19,False,False,0.08529597931781176,0.010958703741849263
2023-04-20,False,False,0.0780467287043314,0.014924640585080917
2023-04-21,False,False,0.0832096812241133,-0.0038455023321346538
2023-04-24,False,False,0.08168440139541763,-0.0006303645250708145
2023-04-25,False,False,0.08168606196064708,-0.0031647083266505005
2023-04-26,True,False,0.11692450941834534,-0.019627725397274642
2023-04-27,True,False,0.11704986393561742,-0.023615202474782326
2023-04-28,False,False,0.1416429495953817,0.0012867824355684565
2023-05-01,False,False,0.1474239990507441,0.009049005284420097
2023-05-02,False,False,0.14686202066509546,0.006979618348527561
2023-05-03,True,False,0.1580356266335791,0.011721827951646002
2023-05-04,True,False,0.1608685003615838,0.009051341325143403
2023-05-05,True,False,0.16220635396499555,-0.017652336496157606
2023-05-08,False,False,0.19131799967532587,-0.007934026414628925
2023-05-09,False,False,0.19125839339525047,-0.006666505391165312
2023-05-10,True,False,0.17214625806978637,0.0002190632177190288
2023-05-11,False,False,0.17000657278634826,0.011837653780502722
2023-05-12,False,False,0.13842617342912386,0.017278406075520225
2023-05-15,False,False,0.1299230848221932,-0.00252041927995883
2023-05-16,False,False,0.13184608004339848,0.0006541643574677902
2023-05-17,True,False,0.12322656445436267,-0.0016547826549401234
2023-05-18,False,False,0.13078470911032863,0.005764805499852699
2023-05-19,False,False,0.12588210539960426,0.017227574357195685
2023-05-22,False,False,0.09516655532786787,0.01708010551906214
2023-05-23,False,False,0.09512020028745144,0.013994818938266151
2023-05-24,False,False,0.11166411201193695,0.009360146834847427
2023-05-25,True,False,0.1159994720486798,-0.009970377910185069
2023-05-26,False,False,0.12410617458067312,-0.010924790754200164
2023-05-30,False,False,0.1377391070263713,0.0033443226240486013
2023-05-31,False,False,0.13773562355611968,0.0033190851001747568
2023-06-01,False,False,0.13589031429754936,0.009080151536333236
2023-06-02,False,False,0.13086098745509564,0.026101341878303375
2023-06-05,False,False,0.14100406217979808,0.032002894225925616
2023-06-06,False,False,0.14134724191642886,0.016856339893761563
2023-06-07,False,False,0.14105223128422525,0.01868246860593592
2023-06-08,False,False,0.12477809260684053,0.020820868032261686
2023-06-09,False,False,0.11134932328314417,0.017329666829029478
2023-06-12,False,False,0.10917992084705512,0.004627032043987178
2023-06-13,False,False,0.10137495002603451,0.015687192279698392
2023-06-14,False,False,0.10124568162340009,0.020162138451875977
2023-06-15,False,False,0.08855194685091028,0.02492087680064725
2023-06-16,False,False,0.09410937865002139,0.03138908780488214
2023-06-20,False,False,0.08526784278933461,0.02603579658478794
2023-06-21,False,False,0.09192518777473324,0.011536000754202913
2023-06-22,False,False,0.1000816323143242,-0.0002381817354197846
2023-06-23,False,False,0.09548889375756413,0.0021771994932218153
2023-06-26,False,False,0.10598225426741337,-0.017578925518059507
2023-06-27,False,False,0.10933107165644183,-0.018249669773346522
2023-06-28,False,False,0.11368763530077723,-0.002310260588834656
2023-06-29,False,False,0.10923073331859386,0.0033337922519172114
2023-06-30,False,False,0.11070032948930904,0.0036654362155756903
2023-07-03,False,False,0.10894648979707525,0.023245078283880893
2023-07-05,False,False,0.10669758037041542,0.02862506890121641
2023-07-06,False,False,0.10220936562621386,0.015957081347184765
2023-07-07,False,False,0.10777743132919565,0.007493297608844651
2023-07-10,False,False,0.10817736355700686,0.0010043160806791906
2023-07-11,False,False,0.09859510013870923,-0.008166396061684345
2023-07-12,False,False,0.09595410152944554,-0.002996912134208385
2023-07-13,False,False,0.0896984985833346,0.00652178874360243
2023-07-14,False,False,0.09333463207267598,0.02251740072492625
2023-07-17,False,False,0.09483659449958877,0.024466991517470005
2023-07-18,False,False,0.08013316405870247,0.02542874050897459
2023-07-19,False,False,0.08497379720585126,0.02651087080043779
2023-07-20,False,False,0.08230373532996536,0.020582035682332744
2023-07-21,False,False,0.07813021941685216,0.005827919032232343
2023-07-24,False,False,0.07422218936901735,0.006454772630411609
2023-07-25,False,False,0.07446078479411757,0.007452755118045662
2023-07-26,False,False,0.07243221502090756,0.0027521514282462523
2023-07-27,False,False,0.06740867168567978,0.0006810191458106463
2023-07-28,False,False,0.07171197701125304,0.0006855675070063239
2023-07-31,False,False,0.08442518792986083,0.010482550628459375
2023-08-01,False,False,0.08386883303139188,0.00790400716309203
2023-08-02,False,False,0.07943749275034177,0.002283505435555
2023-08-03,True,False,0.10642337516390132,-0.011810936240332248
2023-08-04,True,False,0.1025458586784683,-0.008066476699180702
2023-08-07,True,False,0.10415466735276163,-0.02212641013731209
2023-08-08,True,False,0.1124815974210058,-0.015465606792523845
2023-08-09,True,False,0.11196401012283051,-0.01693392912440861
2023-08-10,True,False,0.11444636544700616,-0.009730524235350146
2023-08-11,True,False,0.1121234609794872,-0.0065279369049985325
2023-08-14,True,False,0.09358867913046273,-0.002596183433679622
2023-08-15,True,False,0.09987897593621428,-0.005768676810895101
2023-08-16,True,True,0.11085155386462496,-0.013058494570581725
2023-08-17,True,True,0.09674314011264826,-0.013707233591289114
2023-08-18,True,True,0.10034521385184803,-0.021573861253487925
2023-08-21,True,True,0.10110057486464362,-0.020531806535393438
2023-08-22,True,True,0.09471873379492428,-0.019571086739546106
2023-08-23,True,True,0.09419613954229301,-0.010702433507699616
2023-08-24,True,True,0.11212783347326478,0.007710854584547455
2023-08-25,True,True,0.13004537617152645,0.0013752316941486598
2023-08-28,True,True,0.13780580583968677,0.007949599287641496
2023-08-29,True,True,0.13899180698637273,0.007784404107740173
2023-08-30,False,False,0.14548470504022928,0.02512838095269676
2023-08-31,False,False,0.1372541280632036,0.01801232397010666
2023-09-01,False,False,0.127568639504434,0.030808671460469395
2023-09-05,False,False,0.126928608503054,0.0255017388535268
2023-09-06,False,False,0.13095111665352302,0.014635466755325455
2023-09-07,False,True,0.13664313418131221,-0.006545549911573301
2023-09-08,False,True,0.1279712821110442,-0.013658234604341346
2023-09-11,False,True,0.10011507902652074,-0.010724993341224454
2023-09-12,False,False,0.09946960693194962,-0.006072830266338314
2023-09-13,False,True,0.10245196477309329,-0.00723443841578042
2023-09-14,False,True,0.06888157052236153,0.0006499034565863315
2023-09-15,False,False,0.08025973005109249,0.012386198879938082
2023-09-18,True,True,0.10026751151923637,-0.0013151036271328298
2023-09-19,True,True,0.099377600466925,-0.007258306819237004
2023-09-20,True,True,0.09810824488025605,-0.003852628772758826
2023-09-21,True,True,0.10275148431210629,-0.014160023748125194
2023-09-22,True,True,0.1281604871125909,-0.038742713276653684
2023-09-25,True,True,0.1260899821001605,-0.029208111471480058
2023-09-26,True,True,0.12149209780578438,-0.02569709141637977
2023-09-27,True,True,0.13424872310243705,-0.03801585843701205
2023-09-28,True,True,0.13344007458951967,-0.028702352674840004
2023-09-29,True,True,0.12634682601006036,-0.006652910727687034
2023-10-02,True,True,0.11946678817030858,-0.006830535848139085
2023-10-03,True,True,0.11859615387286175,-0.0113828273033858
2023-10-04,True,True,0.12747403666262772,-0.010073259501666931
2023-10-05,True,True,0.13812973554462044,-0.003262526763261997
2023-10-06,True,True,0.116610656659444,-0.009381126835843245
2023-10-09,True,True,0.13452876667860947,0.00481893716570303
2023-10-10,True,True,0.1369605323527796,0.011654301345153995
2023-10-11,False,True,0.11095989741074877,0.030717048289750748
2023-10-12,False,True,0.11098394755939847,0.02745725976086022
2023-10-13,False,True,0.11672181190600052,0.02157832784217506
2023-10-16,False,True,0.11962257112650532,0.004563021331247974
