symbol,date,gap,atr_pct,entry,exit,reason,exit_min,gross,ret,period
CRCL,2025-12-18,0.04469696969696968,0.0870094696969697,81.39,80.99,eod,945,0.004938881343375723,0.0035388813433757226,OOS
CRDO,2025-12-18,0.0508461939909044,0.10308432118094388,139.21,138.57,eod,945,0.004618604315508534,0.003218604315508534,OOS
CRWV,2025-12-18,0.04484895429899294,0.10652329312825054,66.9301,67.68,eod,945,-0.011080082742316977,-0.012480082742316977,OOS
MSTR,2025-12-18,0.04632747225339817,0.07806989649582242,163.77,158.24,eod,945,0.03494691607684541,0.033546916076845415,OOS
OKLO,2025-12-18,0.06011324730050038,0.12099655743255955,78.4001,77.72,eod,945,0.008750643335048824,0.007350643335048824,OOS
RGTI,2025-12-18,0.050289274588340094,0.10079471040752751,23.14,22.82,eod,945,0.014022787028922012,0.012622787028922012,OOS
RIOT,2025-12-18,0.039737654320987525,0.08416060405643735,13.2601,13.38,eod,945,-0.00896113602391635,-0.01036113602391635,OOS
SMR,2025-12-18,0.0476795931341385,0.12026564344746164,16.35,15.79,eod,945,0.03546548448385067,0.034065484483850675,OOS
VRT,2025-12-18,0.044049921650916035,0.06546938869045293,155.29126987913727,154.321699,eod,945,0.00628279033616197,0.0048827903361619695,OOS
WULF,2025-12-18,0.056179775280899014,0.11999999999999997,11.82,11.79,eod,945,0.0025445292620867033,0.0011445292620867033,OOS
AMKR,2025-12-22,0.03478584274469321,0.058160692541943594,40.602715137690616,40.592664,eod,945,0.0002476097082619866,-0.0011523902917380134,OOS
ASST,2025-12-22,0.04396215915414592,0.10019874393830988,18.0,17.316,eod,945,0.03950103950103956,0.03810103950103956,OOS
BE,2025-12-22,0.057194325602341944,0.11595803712162638,91.61,92.26,eod,945,-0.007045306741816693,-0.008445306741816693,OOS
BMNR,2025-12-22,0.042091836734693855,0.10374169323979592,31.77,31.09,eod,945,0.021871984560952074,0.020471984560952075,OOS
CLSK,2025-12-22,0.04031587697423111,0.1066482603016269,12.185,12.1,eod,945,0.007024793388429762,0.005624793388429762,OOS
CRDO,2025-12-22,0.037234396856058005,0.08979551055751685,151.81,149.94,eod,945,0.012471655328798237,0.011071655328798237,OOS
NVTS,2025-12-22,0.03201024327784907,0.08811871227364187,7.91,7.9,eod,945,0.0012658227848101333,-0.00013417721518986666,OOS
OKLO,2025-12-22,0.030637991108975138,0.11119676970872454,81.1,83.44,eod,945,-0.028044103547459343,-0.02944410354745934,OOS
RIOT,2025-12-22,0.036206896551724155,0.07076403940886698,14.58,14.4,eod,945,0.012499999999999956,0.011099999999999955,OOS
VRT,2025-12-22,0.03948192022403707,0.06123402220668297,163.60758895254136,166.176452,eod,945,-0.015458646616541394,-0.016858646616541392,OOS
APLD,2025-12-30,0.043127771060056386,0.10285512754073822,25.165,24.08,eod,945,0.04505813953488369,0.04365813953488369,OOS
HMY,2025-12-30,0.03609019720326656,0.0466706044254283,19.820383455361597,19.663468,eod,945,0.007980049875311757,0.006580049875311756,OOS
WULF,2025-12-31,0.05919282511210766,0.1007969250480461,11.63,11.49,eod,945,0.012184508268059169,0.010784508268059169,OOS
QBTS,2026-01-02,0.030401529636711278,0.10268314668123463,25.47,26.7435,stop,630,-0.04761904761904767,-0.04901904761904767,OOS
SOUN,2026-01-02,0.032096288866599654,0.056932941682189424,10.144,10.6,eod,945,-0.04301886792452825,-0.044418867924528246,OOS
RIOT,2026-01-05,0.04166666666666674,0.0658388821630347,14.53,14.79,eod,945,-0.017579445571331953,-0.01897944557133195,OOS
EQX,2026-01-12,0.03389830388284132,0.04718473139489008,14.473783872423825,14.380767,eod,945,0.0064681440443215,0.0050681440443215,OOS
LITE,2026-01-21,0.04699716952050004,0.09357581241167265,357.68,375.564,stop,630,-0.04761904761904767,-0.04901904761904767,OOS
LITE,2026-01-22,0.03704061361880595,0.0953220237438315,371.18,354.49,eod,945,0.047081723038731704,0.045681723038731706,OOS
AFRM,2026-01-27,0.033765099694367695,0.05712705574152237,68.75,68.79,eod,945,-0.000581479866259671,-0.001981479866259671,OOS
CIEN,2026-01-27,0.03302760194634646,0.074651269369652,236.54,247.52,eod,945,-0.044360051712992954,-0.04576005171299295,OOS
QBTS,2026-01-27,0.04168421052631577,0.0967563909774436,23.955,24.69,eod,945,-0.029769137302551707,-0.031169137302551705,OOS
ONDS,2026-02-02,0.043436293436293516,0.14733866519580804,10.5,11.025,stop,855,-0.04761904761904767,-0.04901904761904767,OOS
AFRM,2026-02-03,0.03774802387481846,0.059304035213052844,60.66,61.66,eod,945,-0.016217969510217367,-0.017617969510217366,OOS
AG,2026-02-03,0.08774512435538129,0.09699720153985436,21.23776731034483,21.996259,eod,945,-0.0344827586206895,-0.0358827586206895,OOS
CDE,2026-02-03,0.08218505137184628,0.09689749783941069,20.936489505174038,21.236153,eod,945,-0.01411100658513642,-0.015511006585136421,OOS
EQX,2026-02-03,0.06289751401437815,0.0754669289953178,14.535130556585045,15.048018,eod,945,-0.03408338848444725,-0.03548338848444725,OOS
EXK,2026-02-03,0.09276437847866426,0.09646567717996288,11.11,11.61,eod,945,-0.04306632213608963,-0.04446632213608963,OOS
FSM,2026-02-03,0.060204081632653006,0.07094478134110786,10.01,10.26,eod,945,-0.024366471734892814,-0.025766471734892812,OOS
HMY,2026-02-03,0.05401527614387813,0.06944924270457582,20.899177,20.899177,eod,945,0.0,-0.0014,OOS
JOBY,2026-02-03,0.03929924242424243,0.09655573593073592,10.59,10.73,eod,945,-0.013047530288909703,-0.014447530288909704,OOS
LUNR,2026-02-03,0.04652466367713015,0.12647221332479183,18.25,19.1625,stop,930,-0.04761904761904767,-0.04901904761904767,OOS
NVTS,2026-02-03,0.03480278422273786,0.12056181637388134,8.65,9.05,eod,945,-0.04419889502762431,-0.045598895027624306,OOS
ONDS,2026-02-03,0.03477443609022557,0.13406283566058,10.68,11.214,stop,930,-0.04761904761904767,-0.04901904761904767,OOS
RKLB,2026-02-03,0.060013486176668795,0.10075204700895866,76.35,80.1675,stop,930,-0.04761904761904778,-0.04901904761904778,OOS
SMR,2026-02-03,0.03587378640776695,0.09927011095700418,16.7322,17.56881,stop,930,-0.04761904761904767,-0.04901904761904767,OOS
UUUU,2026-02-03,0.07805806758686318,0.1331104236078058,22.2,23.31,stop,600,-0.04761904761904756,-0.04901904761904756,OOS
CDE,2026-02-04,0.03621823594885565,0.09395712719584516,21.366107008313254,20.726725,eod,945,0.030848192771084415,0.029448192771084417,OOS
EQX,2026-02-04,0.033752484878739386,0.07237401629902356,15.087854183070867,15.177485,eod,945,-0.0059055118110236116,-0.007305511811023612,OOS
HIMS,2026-02-04,0.06499608457321848,0.06822910840138717,25.85,24.4,eod,945,0.05942622950819687,0.05802622950819687,OOS
HMY,2026-02-04,0.03237916976347921,0.06946870614638488,21.27185114420358,20.810912,eod,945,0.022148916116870865,0.020748916116870866,OOS
UUUU,2026-02-06,0.04849412965798883,0.15996937212863707,20.12,21.126,stop,825,-0.04761904761904767,-0.04901904761904767,OOS
ASTS,2026-02-11,0.046639659291575875,0.12330387748742379,97.01,96.92,eod,945,0.0009286009079654267,-0.00047139909203457327,OOS
BILI,2026-02-11,0.03908268733850129,0.045744047619047594,31.6445,31.84,eod,945,-0.006140075376884435,-0.007540075376884435,OOS
EXK,2026-02-11,0.047775947281713416,0.09066015533066606,12.13,12.37,eod,945,-0.019401778496362043,-0.02080177849636204,OOS
HL,2026-02-11,0.046997397446630895,0.10572639804608334,22.766891580683833,23.676264,eod,945,-0.03840861122836636,-0.03980861122836636,OOS
NVTS,2026-02-11,0.03185437997724705,0.10879245896310741,8.88,8.76,eod,945,0.013698630136986356,0.012298630136986356,OOS
SMR,2026-02-12,0.061014771997430994,0.11504266446462977,15.79,13.99,eod,945,0.12866333095067906,0.12726333095067904,OOS
BTDR,2026-02-13,0.03760848601735778,0.12186113789778208,10.2101,10.08,eod,945,0.01290674603174602,0.011506746031746019,OOS
BTDR,2026-02-25,0.051312649164677815,0.13737299693146948,8.6333,8.55,eod,945,0.009742690058479386,0.008342690058479386,OOS
CLSK,2026-02-25,0.0531400966183575,0.09461697722567287,10.525,10.45,eod,945,0.0071770334928231705,0.00577703349282317,OOS
JOBY,2026-02-25,0.04938271604938249,0.06774838330393884,9.81,9.82,eod,945,-0.0010183299389001643,-0.0024183299389001645,OOS
JOBY,2026-02-26,0.08044806517311609,0.06385801571137618,10.37,10.23,eod,945,0.013685239491691092,0.012285239491691092,OOS
BMNR,2026-03-04,0.07307102708226876,0.07485655887291046,20.67,21.703500000000002,stop,645,-0.04761904761904767,-0.04901904761904767,OOS
CIFR,2026-03-04,0.042148198504418755,0.1058070311741284,15.12,15.876,stop,600,-0.04761904761904767,-0.04901904761904767,OOS
CLSK,2026-03-04,0.04752275025278041,0.0793131590351004,10.195,10.70475,stop,915,-0.04761904761904767,-0.04901904761904767,OOS
EXK,2026-03-04,0.030277544154751812,0.08110056470022824,12.1,12.42,eod,945,-0.025764895330112725,-0.027164895330112723,OOS
ONDS,2026-03-04,0.03393213572854292,0.10837111491303109,10.08,10.584000000000001,stop,930,-0.04761904761904778,-0.04901904761904778,OOS
SNDK,2026-03-04,0.03790169965158041,0.09313529752114143,576.5,605.325,stop,645,-0.04761904761904767,-0.04901904761904767,OOS
AG,2026-03-10,0.030221896950253457,0.0820880879367753,26.65412336452096,26.674089,eod,945,-0.000748502994011857,-0.0021485029940118573,OOS
EXK,2026-03-10,0.04706927175843689,0.0807117482872367,11.6101,11.55,eod,945,0.005203463203462988,0.0038034632034629878,OOS
FSM,2026-03-10,0.03095442820292349,0.07240265323670311,11.79,11.74,eod,945,0.004258943781942026,0.002858943781942026,OOS
HL,2026-03-10,0.032258076763128196,0.08235598724572224,21.551463180372554,22.629036339391185,stop,810,-0.04761904761904778,-0.04901904761904778,OOS
LITE,2026-03-13,0.030385170997743627,0.11171722359673797,628.52,622.5,eod,945,0.009670682730923641,0.00827068273092364,OOS
BE,2026-03-16,0.03164843699436948,0.1015255138363675,155.81,153.68,eod,945,0.013859968766267494,0.012459968766267494,OOS
CLSK,2026-03-16,0.049180327868852514,0.08211211943793914,10.1111,10.02,eod,945,0.009091816367265526,0.007691816367265526,OOS
CRWV,2026-03-16,0.05868573542103328,0.08508145904151329,84.04,85.86,eod,945,-0.02119729792685765,-0.02259729792685765,OOS
RIOT,2026-03-16,0.042022792022792244,0.08826566951566951,14.4101,14.4,eod,945,0.0007013888888889319,-0.0006986111111110681,OOS
HMY,2026-03-17,0.042156901947612235,0.07893044127649297,15.524823135475742,15.564052,eod,945,-0.002520478890989164,-0.003920478890989164,OOS
OKLO,2026-03-17,0.08828949572792766,0.07138154273269033,63.1,60.53,eod,945,0.04245828514786054,0.04105828514786054,OOS
BE,2026-03-23,0.03910205169197978,0.09882279890373413,147.58,154.95900000000003,stop,600,-0.04761904761904778,-0.04901904761904778,OOS
NVTS,2026-03-23,0.03771428571428581,0.1094187755102041,8.91,9.18,eod,945,-0.02941176470588236,-0.030811764705882358,OOS
ACHR,2026-03-25,0.04174228675136127,0.06047446201711176,5.7,5.56,eod,945,0.02517985611510798,0.02377985611510798,OOS
AG,2026-03-25,0.055721412672042,0.08720681536622901,20.634485000962464,20.744296,eod,945,-0.005293551491818982,-0.006693551491818982,OOS
CDE,2026-03-25,0.048607279973571726,0.08083833817997016,18.54917016423767,17.819989,eod,945,0.0409192825112108,0.0395192825112108,OOS
EQX,2026-03-25,0.06120828547359536,0.07624891303124419,13.108309442307693,12.958785,eod,945,0.011538461538461497,0.010138461538461497,OOS
EXK,2026-03-25,0.055741360089186065,0.08825688803949674,9.375,9.18,eod,945,0.0212418300653594,0.019841830065359403,OOS
FSM,2026-03-25,0.053203040173724014,0.07390103924305878,9.49,9.52,eod,945,-0.0031512605042015585,-0.004551260504201559,OOS
HL,2026-03-25,0.05354155856474119,0.07660194499774034,18.41270624183007,18.35273,eod,945,0.0032679738562093608,0.0018679738562093608,OOS
HMY,2026-03-25,0.07792212951546929,0.08177128887142958,14.301862812164948,14.269499,eod,945,0.0022680412371134384,0.0008680412371134384,OOS
IREN,2026-03-25,0.030885214007782213,0.07707875903279598,41.6,41.43,eod,945,0.004103306782524685,0.0027033067825246847,OOS
JOBY,2026-03-25,0.030033370411568283,0.06269903066899728,9.25,8.97,eod,945,0.03121516164994409,0.02981516164994409,OOS
MARA,2026-03-25,0.040000000000000036,0.08711601731601729,8.495,8.28,eod,945,0.02596618357487923,0.024566183574879233,OOS
MP,2026-03-25,0.03021204728842175,0.06679047261614346,54.03,53.74,eod,945,0.005396352809825089,0.003996352809825089,OOS
AAOI,2026-03-27,0.038801067542599155,0.14937164559931956,98.64,98.21,eod,945,0.004378372874452863,0.0029783728744528625,OOS
AEHR,2026-03-30,0.03905289052890515,0.12253580214373573,31.56,30.115,eod,945,0.047982732857380084,0.046582732857380085,OOS
BMNR,2026-03-30,0.04295812941816202,0.07692923172531656,18.59,18.3,eod,945,0.015846994535519077,0.014446994535519076,OOS
LUNR,2026-03-30,0.031392694063927085,0.12108610567514677,17.05,16.35,eod,945,0.042813455657492394,0.041413455657492396,OOS
NVTS,2026-03-30,0.036231884057971175,0.1094185645272602,8.17,7.83,eod,945,0.04342273307790556,0.042022733077905564,OOS
SBET,2026-03-30,0.0314569536423841,0.0791769157994322,6.1701,6.01,eod,945,0.026638935108153072,0.025238935108153074,OOS
SNDK,2026-03-30,0.04269035285711964,0.08759486036266964,603.44,572.5,eod,945,0.054043668122270905,0.052643668122270906,OOS
BTDR,2026-03-31,0.048223350253807196,0.10136602610587382,8.13,8.536500000000002,stop,735,-0.04761904761904778,-0.04901904761904778,OOS
CORZ,2026-03-31,0.035945363048166756,0.075736366437301,14.25,14.9625,stop,900,-0.04761904761904767,-0.04901904761904767,OOS
IREN,2026-03-31,0.04269449715370022,0.10068830758109694,32.4306,34.05213,stop,900,-0.04761904761904767,-0.04901904761904767,OOS
NVTS,2026-03-31,0.04469987228607919,0.12008575077540597,7.97,8.368500000000001,stop,750,-0.04761904761904778,-0.04901904761904778,OOS
RKLB,2026-03-31,0.07546183339142565,0.10097209082308421,60.525,63.55125,stop,780,-0.04761904761904767,-0.04901904761904767,OOS
WULF,2026-03-31,0.0350364963503651,0.10382168925964545,13.77,14.4585,stop,855,-0.04761904761904767,-0.04901904761904767,OOS
CRCL,2026-04-01,0.031495650351116344,0.10465988890053456,93.88,90.74,eod,945,0.0346043641172582,0.0332043641172582,OOS
HUT,2026-04-01,0.04028991686207628,0.09015287632853182,47.77,47.36,eod,945,0.008657094594594739,0.007257094594594738,OOS
ACHR,2026-04-08,0.0786516853932584,0.061261369716425894,5.67,5.58,eod,945,0.016129032258064502,0.014729032258064502,OOS
AG,2026-04-08,0.0846660284738534,0.0720225768644804,22.191803948350074,20.874072,eod,945,0.06312769010043051,0.06172769010043051,OOS
ASST,2026-04-08,0.10091743119266039,0.09559787217639347,9.91,10.25,eod,945,-0.0331707317073171,-0.0345707317073171,OOS
BMNR,2026-04-08,0.07734258800198313,0.06520008499185491,21.43,21.52,eod,945,-0.004182156133828996,-0.005582156133828996,OOS
CDE,2026-04-08,0.09210526038470102,0.07714999657962202,20.132392058823534,19.69788,eod,945,0.02205882352941191,0.02065882352941191,OOS
CIFR,2026-04-08,0.08850820842255525,0.08895278882430918,14.805,15.545250000000001,stop,855,-0.04761904761904767,-0.04901904761904767,OOS
CLSK,2026-04-08,0.08774834437086088,0.07880085146641437,9.65,9.88,eod,945,-0.02327935222672073,-0.024679352226720727,OOS
COIN,2026-04-08,0.07255394451421382,0.06213939131994844,183.1,175.09,eod,945,0.04574790107944482,0.04434790107944482,OOS
CRCL,2026-04-08,0.07617934551636218,0.09894731649565904,97.01,94.44,eod,945,0.02721304531977986,0.025813045319779862,OOS
GLXY,2026-04-08,0.09125067096081585,0.07892416225749561,19.47,19.0,eod,945,0.024736842105263168,0.02333684210526317,OOS
HIMS,2026-04-08,0.06666666666666665,0.08053150183150186,20.32,19.39,eod,945,0.047962867457452374,0.046562867457452375,OOS
HOOD,2026-04-08,0.10265613783201699,0.052590606091682854,75.38,71.83,eod,945,0.049422246972017136,0.04802224697201714,OOS
IONQ,2026-04-08,0.0761670761670763,0.07506593792308078,29.93,28.99,eod,945,0.03242497412901013,0.031024974129010133,OOS
IREN,2026-04-08,0.08282036933407944,0.08005036373810855,37.6101,36.83,eod,945,0.02118110236220483,0.01978110236220483,OOS
JOBY,2026-04-08,0.08830548926014292,0.06035969996590522,8.84,8.63,eod,945,0.024333719582850355,0.022933719582850356,OOS
MSTR,2026-04-08,0.08038312318137719,0.058608147429679944,129.1901,128.3,eod,945,0.006937646141854881,0.0055376461418548805,OOS
NVTS,2026-04-08,0.11318553092182015,0.08551258543090515,9.22,9.681000000000001,stop,705,-0.04761904761904767,-0.04901904761904767,OOS
OKLO,2026-04-08,0.08435286542176423,0.0823752797964002,50.135,50.21,eod,945,-0.001493726349332869,-0.002893726349332869,OOS
ONDS,2026-04-08,0.06715634837355733,0.09198695847698997,9.86,9.45,eod,945,0.043386243386243306,0.04198624338624331,OOS
QBTS,2026-04-08,0.10989810771470165,0.07917966313162819,14.72,14.57,eod,945,0.01029512697323276,0.00889512697323276,OOS
RGTI,2026-04-08,0.09385838150289016,0.07561932287365813,14.77,14.53,eod,945,0.01651754989676535,0.015117549896765349,OOS
SBET,2026-04-08,0.08974358974358965,0.06895489926739913,6.5701,6.42,eod,945,0.02338006230529599,0.02198006230529599,OOS
SOUN,2026-04-08,0.10149253731343277,0.06860341151385928,7.09,6.79,eod,945,0.044182621502209196,0.0427826215022092,OOS
TEM,2026-04-08,0.07166506461604194,0.05643795486794529,49.32,47.5,eod,945,0.0383157894736843,0.036915789473684305,OOS
UUUU,2026-04-08,0.08371559633027514,0.07899492136304062,18.71,18.38,eod,945,0.01795429815016325,0.016554298150163252,OOS
XPEV,2026-04-08,0.04587688734030215,0.04830346772855482,17.75,17.8,eod,945,-0.002808988764045006,-0.004208988764045006,OOS
CRCL,2026-04-10,0.03466509988249111,0.10922016115494378,85.55,89.8275,stop,630,-0.04761904761904767,-0.04901904761904767,OOS
NBIS,2026-04-29,0.03383514131798404,0.08778197708129082,134.78,141.519,stop,855,-0.04761904761904767,-0.04901904761904767,OOS
AG,2026-04-30,0.045382567620143144,0.051690533784094016,19.471486233891426,19.676134,eod,945,-0.010400811770674867,-0.011800811770674867,OOS
CDE,2026-04-30,0.03981534740555204,0.05727063298031104,17.63020194490818,17.949843,eod,945,-0.017807456872565464,-0.019207456872565462,OOS
EQX,2026-04-30,0.035714269719699265,0.04796183648990056,13.7363116747851,13.915741,eod,945,-0.012893982808023008,-0.014293982808023008,OOS
EXK,2026-04-30,0.05674157303370775,0.05766292134831462,9.2,9.23,eod,945,-0.003250270855904791,-0.004650270855904791,OOS
FSM,2026-04-30,0.04394426580921751,0.04375057418465776,9.52,9.65,eod,945,-0.013471502590673645,-0.014871502590673645,OOS
HL,2026-04-30,0.037779070154970285,0.04526167995840759,17.88791350055494,18.012864,eod,945,-0.006936736958934486,-0.008336736958934486,OOS
HMY,2026-04-30,0.04448871181938907,0.05140566780497058,15.63,15.77,eod,945,-0.00887761572606205,-0.01027761572606205,OOS
LUNR,2026-05-05,0.05305719921104535,0.0934480135249366,25.735,24.8,eod,945,0.03770161290322571,0.03630161290322571,OOS
EXK,2026-05-06,0.047729918509895164,0.06219108598037582,8.99,9.31,eod,945,-0.03437164339419985,-0.035771643394199845,OOS
CDE,2026-05-07,0.03466667250432609,0.05424761944018639,18.77891225165563,19.71785786423841,stop,630,-0.04761904761904756,-0.04901904761904756,OOS
CRWV,2026-05-13,0.04825986078886313,0.09773331123632746,108.53,111.31,eod,945,-0.024975294223340216,-0.026375294223340215,OOS
APLD,2026-05-20,0.037411250682687136,0.10981762502925801,36.41,38.2305,stop,675,-0.04761904761904767,-0.04901904761904767,OOS
HMY,2026-05-20,0.04031765424557121,0.05174098961514967,16.915,17.43,eod,945,-0.029546758462421163,-0.03094675846242116,OOS
LITE,2026-05-20,0.030244132615802943,0.09793230379592432,894.63,868.07,eod,945,0.030596610872394958,0.02919661087239496,OOS
MP,2026-05-20,0.033042053522665205,0.08803347117110087,53.59,56.26950000000001,stop,870,-0.04761904761904767,-0.04901904761904767,OOS
CRWV,2026-05-21,0.05213270142180093,0.09577098849018281,103.6,107.58,eod,945,-0.036995724112288575,-0.03839572411228857,OOS
OKLO,2026-05-26,0.09092289010321819,0.0959769928007633,70.6301,68.7,eod,945,0.02809461426491988,0.026694614264919883,OOS
VRT,2026-05-26,0.04153178852097206,0.060041138738586984,337.1104196055694,323.843158,eod,945,0.04096817017072629,0.039568170170726294,OOS
LITE,2026-05-28,0.03811328700779115,0.09461665851299125,898.0,860.62,eod,945,0.043433803536985005,0.04203380353698501,OOS
SOUN,2026-05-29,0.04380841121495327,0.06300150200267024,8.655,9.08775,stop,675,-0.04761904761904767,-0.04901904761904767,OOS
BILI,2026-06-02,0.04466230936819171,0.05848350451291626,18.53,18.65,eod,945,-0.006434316353887248,-0.007834316353887249,OOS
VRT,2026-06-02,0.03636476329657268,0.05661176439004477,333.46127308394125,334.420975,eod,945,-0.0028697419952763425,-0.004269741995276343,OOS
AEHR,2026-06-08,0.06653123412899942,0.12431836320104472,97.1,95.58,eod,945,0.015902908558275808,0.014502908558275808,OOS
APLD,2026-06-08,0.040383644623927406,0.11235757553904953,40.355,40.945,eod,945,-0.014409573818537136,-0.015809573818537134,OOS
ASTS,2026-06-08,0.0377136752136753,0.14092032967032966,92.7166,92.06,eod,945,0.0071323050184661785,0.005732305018466178,OOS
BILI,2026-06-08,0.05526918671248571,0.05173048600883651,18.0,17.96,eod,945,0.00222717149220486,0.0008271714922048602,OOS
BMNR,2026-06-08,0.04591194968553447,0.07562893081761007,16.46,16.85,eod,945,-0.02314540059347181,-0.02454540059347181,OOS
OKLO,2026-06-08,0.03460148046135303,0.1044439662592529,58.21,58.94,eod,945,-0.012385476756022973,-0.013785476756022973,OOS
ONDS,2026-06-08,0.038350910834132446,0.12357896178605669,10.365,10.3,eod,945,0.006310679611650327,0.004910679611650327,OOS
UUUU,2026-06-08,0.043912175648702645,0.09163778157969774,15.06,15.21,eod,945,-0.009861932938856066,-0.011261932938856066,OOS
APLD,2026-06-09,0.1193063866161923,0.10291872372346178,44.36,41.91,eod,945,0.05845860176568851,0.05705860176568851,OOS
ASTS,2026-06-09,0.056104714316749904,0.14187331243598894,96.19,88.71,eod,945,0.0843196933829331,0.0829196933829331,OOS
RKLB,2026-06-09,0.04179498460184772,0.10521010621582551,113.75,108.23,eod,945,0.05100249468724005,0.049602494687240054,OOS
NBIS,2026-06-12,0.055840532757379435,0.11064691967499743,223.53,234.7065,stop,600,-0.04761904761904767,-0.04901904761904767,OOS
CIEN,2026-06-15,0.05374680478945226,0.09400405527474007,464.14,463.41,eod,945,0.001575278910683764,0.00017527891068376393,OOS
LUNR,2026-06-15,0.03681442524417733,0.20054094665664912,25.9,25.76,eod,945,0.005434782608695565,0.004034782608695565,OOS
MP,2026-06-15,0.04361424847958317,0.07767742335857016,59.775,58.26,eod,945,0.026004119464469566,0.024604119464469568,OOS
MSTR,2026-06-15,0.07461482616762116,0.08572022032980328,132.0,131.14,eod,945,0.006557877077931984,0.005157877077931984,OOS
AAOI,2026-06-18,0.043683518584916925,0.1557426710375796,167.2,161.85,eod,945,0.03305529811553898,0.03165529811553898,OOS
CIEN,2026-06-18,0.03224033705806928,0.09489208515426688,436.36,428.22,eod,945,0.01900892064826487,0.017608920648264872,OOS
CLSK,2026-06-18,0.03218116805721083,0.08860675974799939,16.8401,17.24,eod,945,-0.02319605568445471,-0.024596055684454707,OOS
COHR,2026-06-18,0.03998944173155605,0.1052156526329682,386.0,389.57,eod,945,-0.009163949996149556,-0.010563949996149557,OOS
IREN,2026-06-18,0.05446566855962831,0.09949922560660816,59.18,59.96,eod,945,-0.013008672448298841,-0.014408672448298842,OOS
ONDS,2026-06-18,0.0317982456140351,0.11493107769423562,9.01,9.27,eod,945,-0.028047464940668787,-0.029447464940668786,OOS
QBTS,2026-06-18,0.03228621291448519,0.11716529543754674,23.06,24.213,stop,660,-0.04761904761904767,-0.04901904761904767,OOS
RUN,2026-06-18,0.04581993569131826,0.07673690858980246,12.47,13.0935,stop,645,-0.04761904761904756,-0.04901904761904756,OOS
BTDR,2026-06-24,0.054556006964596726,0.10187753917585608,17.25,17.52,eod,945,-0.015410958904109595,-0.016810958904109594,OOS
AEHR,2026-06-25,0.07773109243697474,0.14834168667466988,96.01,98.79,eod,945,-0.028140500050612416,-0.029540500050612414,OOS
AG,2026-06-25,0.03673726947483824,0.07895883028681985,16.116944475757574,16.922791699545453,stop,735,-0.04761904761904767,-0.04901904761904767,OOS
APLD,2026-06-25,0.03739876131491182,0.10090876607908529,41.3,40.95,eod,945,0.008547008547008517,0.0071470085470085164,OOS
ASST,2026-06-25,0.033466135458167345,0.10893227091633462,11.89,11.4,eod,945,0.0429824561403509,0.0415824561403509,OOS
CDE,2026-06-25,0.03361344537815114,0.07994736356080896,15.57,15.99,eod,945,-0.026266416510318913,-0.02766641651031891,OOS
CIEN,2026-06-25,0.030010140018554177,0.08583690596904983,472.2012,484.69,eod,945,-0.025766572448369107,-0.027166572448369106,OOS
CLSK,2026-06-25,0.031423290203327126,0.09717674500484115,15.7701,15.87,eod,945,-0.006294896030245689,-0.007694896030245689,OOS
CRWV,2026-06-25,0.04361617763679626,0.08548799139005328,102.335,98.76,eod,945,0.036198865937626445,0.03479886593762645,OOS
EXK,2026-06-25,0.04928664072632949,0.0799555308504725,7.74,8.127,stop,660,-0.04761904761904767,-0.04901904761904767,OOS
FSM,2026-06-25,0.03001200480192079,0.05965872063110958,8.335,8.41,eod,945,-0.008917954815695461,-0.010317954815695462,OOS
GLXY,2026-06-25,0.07592722183345013,0.11541637508747378,28.18,28.26,eod,945,-0.002830856334041121,-0.004230856334041121,OOS
HL,2026-06-25,0.03236916370062759,0.0692458601812117,14.647373636963698,15.147284,eod,945,-0.03300330033003296,-0.03440330033003296,OOS
HMY,2026-06-25,0.03838245373543536,0.06527367081171058,14.88,15.12,eod,945,-0.015873015873015817,-0.017273015873015815,OOS
HUT,2026-06-25,0.03445305770887175,0.09601341208317955,115.85,117.68,eod,945,-0.01555064581917076,-0.01695064581917076,OOS
IREN,2026-06-25,0.03817097415506954,0.11131042317523433,49.26,47.74,eod,945,0.031839128613322165,0.030439128613322167,OOS
LITE,2026-06-25,0.053078228668415495,0.09309050461958965,863.0,861.97,eod,945,0.001194937178788047,-0.00020506282121195304,OOS
MARA,2026-06-25,0.03107142857142864,0.09552551020408162,13.3601,13.88,eod,945,-0.03745677233429401,-0.03885677233429401,OOS
NVTS,2026-06-25,0.06441048034934505,0.1585074859638178,18.015,17.7,eod,945,0.017796610169491522,0.016396610169491524,OOS
ONDS,2026-06-25,0.033203125,0.10392857142857144,7.68,7.675,eod,945,0.0006514657980456473,-0.0007485342019543527,OOS
BTDR,2026-06-29,0.0437317784256559,0.10110329029571016,16.05,15.86,eod,945,0.011979823455233296,0.010579823455233296,OOS
LUNR,2026-06-29,0.05811015664477015,0.12632678842128062,20.56,20.97,eod,945,-0.01955174058178355,-0.02095174058178355,OOS
MSTR,2026-06-29,0.04082128538452201,0.11529696096638142,84.624,88.8552,stop,690,-0.04761904761904767,-0.04901904761904767,OOS
ONDS,2026-06-29,0.03959131545338446,0.08455938697318008,7.96,8.02,eod,945,-0.007481296758104716,-0.008881296758104716,OOS
ONDS,2026-06-30,0.05610972568578565,0.08237798361239759,8.13,8.24,eod,945,-0.013349514563106735,-0.014749514563106735,OOS
RUN,2026-06-30,0.048219584569732854,0.08716564222128022,13.618,13.38,eod,945,0.017787742899850523,0.016387742899850524,OOS
