symbol,date,gap,atr_pct,entry,exit,reason,exit_min,gross,ret,period
RUN,2024-11-25,0.03520456707897246,0.12475125730596717,10.68,11.214,stop,690,-0.04761904761904767,-0.04901904761904767,IS
OKLO,2024-12-04,0.046199701937406745,0.15341423603718682,20.24,20.34,eod,945,-0.004916420845624492,-0.006316420845624492,IS
SMR,2024-12-04,0.03176517893043829,0.13549141248779367,25.03,26.2815,stop,600,-0.04761904761904767,-0.04901904761904767,IS
BE,2024-12-11,0.051129100979974584,0.08136466005234648,24.03,23.6,eod,945,0.018220338983050866,0.016820338983050867,IS
HUT,2024-12-11,0.05386416861826704,0.12292907326865173,26.12,26.69,eod,945,-0.021356313225927348,-0.022756313225927347,IS
OKLO,2024-12-11,0.050488599348534224,0.13026485186908635,18.3149,19.230645000000003,stop,810,-0.04761904761904767,-0.04901904761904767,IS
CLSK,2024-12-12,0.03273577552611062,0.12888319786215346,13.02,12.33,eod,945,0.05596107055961075,0.05456107055961075,IS
CORZ,2024-12-12,0.039722572509457654,0.07380336876238516,16.0402,15.54,eod,945,0.03218790218790213,0.03078790218790213,IS
RIOT,2024-12-12,0.098980458793543,0.10644435004248089,12.3501,12.967605,stop,660,-0.04761904761904767,-0.04901904761904767,IS
WULF,2024-12-12,0.030513176144244092,0.11301268080047552,7.32,7.686000000000001,stop,660,-0.04761904761904767,-0.04901904761904767,IS
APLD,2024-12-19,0.03826384922901194,0.11580810965162763,8.77,8.045,eod,945,0.09011808576755742,0.08871808576755742,IS
CIFR,2024-12-19,0.03895071542130357,0.1117067908244379,6.3779,5.74,eod,945,0.11113240418118475,0.10973240418118475,IS
CLSK,2024-12-19,0.05477031802120136,0.1271769308430086,11.68,10.91,eod,945,0.0705774518790101,0.0691774518790101,IS
COIN,2024-12-19,0.03851925962981473,0.07957787567253014,288.1416,273.92,eod,945,0.05191880841121477,0.05051880841121477,IS
CORZ,2024-12-19,0.03806228373702436,0.08273059812160159,14.75,14.48,eod,945,0.018646408839779083,0.017246408839779084,IS
HOOD,2024-12-19,0.03775620280474645,0.07577535059331175,37.93,36.94,eod,945,0.02680021656740661,0.02540021656740661,IS
HUT,2024-12-19,0.03903559127439715,0.12019271773003112,26.825,23.8,eod,945,0.12710084033613445,0.12570084033613443,IS
IREN,2024-12-19,0.04369332234130252,0.12333588505476384,12.36,11.415,eod,945,0.08278580814717484,0.08138580814717485,IS
MARA,2024-12-19,0.04396112910689487,0.10650889138626296,22.15,20.37,eod,945,0.08738340697103575,0.08598340697103575,IS
MSTR,2024-12-19,0.04518933760439303,0.09838399088041577,356.7208,326.46,eod,945,0.09269374502236105,0.09129374502236105,IS
RIOT,2024-12-19,0.06108786610878658,0.10860669456066946,12.25,11.19,eod,945,0.09472743521000893,0.09332743521000893,IS
SMR,2024-12-19,0.0366300366300365,0.15130223517978617,19.37,19.01,eod,945,0.01893740136770128,0.01753740136770128,IS
WULF,2024-12-19,0.04659498207885315,0.12483256528417822,7.02,6.49,eod,945,0.08166409861325108,0.08026409861325108,IS
APLD,2024-12-31,0.03262233375156853,0.11251658003226384,7.68,7.64,eod,945,0.005235602094240788,0.0038356020942407875,IS
HUT,2024-12-31,0.04788470478847029,0.1266500630935777,21.7,20.49,eod,945,0.05905319668130793,0.05765319668130793,IS
MARA,2024-12-31,0.03990746096009268,0.09790258613566884,17.33,16.77,eod,945,0.03339296362552169,0.03199296362552169,IS
MSTR,2024-12-31,0.04621072088724576,0.10480053943943565,304.32,289.62,eod,945,0.05075616324839438,0.04935616324839438,IS
WULF,2024-12-31,0.03571428571428559,0.14325859291084858,5.405,5.67525,stop,915,-0.04761904761904756,-0.04901904761904756,IS
SMR,2025-01-02,0.03569436698271056,0.12537646402677077,17.95,17.71,eod,945,0.013551665725578754,0.012151665725578754,IS
IREN,2025-01-06,0.0335097001763669,0.09903691106072059,11.4,11.97,stop,645,-0.04761904761904767,-0.04901904761904767,IS
UUUU,2025-01-06,0.03658536585365857,0.04420980587356894,5.84,5.83,eod,945,0.0017152658662091813,0.0003152658662091813,IS
WULF,2025-01-06,0.043408360128617485,0.1228146531924667,6.28,6.5,eod,945,-0.03384615384615386,-0.03524615384615386,IS
XPEV,2025-01-06,0.035866780529461906,0.0507496645114066,11.935,11.75,eod,945,0.015744680851063952,0.014344680851063952,IS
QBTS,2025-01-10,0.03934426229508192,0.34654449648711955,5.75,5.77,eod,945,-0.0034662045060658286,-0.004866204506065829,IS
AAOI,2025-01-14,0.030355294929286014,0.12141280244419259,29.015,27.79,eod,945,0.0440806045340052,0.0426806045340052,IS
AFRM,2025-01-14,0.03580179191808375,0.06065081106496355,55.65,55.35,eod,945,0.005420054200542035,0.004020054200542035,IS
BILI,2025-01-14,0.050310559006211175,0.040452528837621994,16.72,16.65,eod,945,0.004204204204204309,0.002804204204204309,IS
COIN,2025-01-14,0.041898885350318604,0.06565340650591447,258.91,255.37,eod,945,0.01386223910404527,0.01246223910404527,IS
HUT,2025-01-14,0.059747056258177,0.09281103981060373,24.16,23.86,eod,945,0.01257334450963965,0.01117334450963965,IS
MARA,2025-01-14,0.04363001745200701,0.07655987700490315,17.75,17.36,eod,945,0.02246543778801846,0.021065437788018462,IS
WULF,2025-01-14,0.07692307692307687,0.11407692307692313,5.58,5.57,eod,945,0.0017953321364452268,0.00039533213644522684,IS
AFRM,2025-01-15,0.09214092140921415,0.05686785391663437,58.71,58.21,eod,945,0.008589589417625776,0.007189589417625776,IS
BE,2025-01-15,0.04260089686098656,0.06793305573350411,22.8,22.65,eod,945,0.0066225165562914245,0.005222516556291424,IS
COHR,2025-01-15,0.037311827956989285,0.05047949308755761,94.92,96.45,eod,945,-0.01586314152410573,-0.017263141524105727,IS
HIMS,2025-01-15,0.03929797787104139,0.07144165258625387,26.8,27.86,eod,945,-0.03804737975592243,-0.039447379755922427,IS
RUN,2025-01-15,0.0553814002089863,0.07175399313330347,9.96,9.63,eod,945,0.034267912772585785,0.032867912772585786,IS
QBTS,2025-01-16,0.03367875647668406,0.30835060449050083,5.65,6.105,stop_gap,600,-0.07452907452907453,-0.07592907452907453,IS
AAOI,2025-01-17,0.03205958549222809,0.10077465766099186,30.14,31.647000000000002,stop,825,-0.04761904761904767,-0.04901904761904767,IS
WULF,2025-01-17,0.06324786324786325,0.09820634920634924,6.06,6.3629999999999995,stop,630,-0.04761904761904756,-0.04901904761904756,IS
BTDR,2025-01-21,0.030143540669856694,0.1378503075871497,20.81,21.8505,stop,795,-0.04761904761904767,-0.04901904761904767,IS
QBTS,2025-01-22,0.11208267090620039,0.25204292527821937,6.57,6.25,eod,945,0.051200000000000134,0.049800000000000136,IS
AFRM,2025-01-24,0.04016913319238902,0.05696529245947849,57.902,55.73,eod,945,0.03897362282433159,0.03757362282433159,IS
ASTS,2025-01-24,0.03282828282828265,0.08762662337662339,20.01,20.35,eod,945,-0.016707616707616668,-0.018107616707616667,IS
APLD,2025-01-28,0.06872586872586872,0.16847104247104247,6.52,6.52,eod,945,0.0,-0.0014,IS
CORZ,2025-01-28,0.03191489361702149,0.10220681357649442,11.05,11.31,eod,945,-0.02298850574712641,-0.024388505747126407,IS
CRDO,2025-01-28,0.07104316546762579,0.128919578622816,55.5,58.275000000000006,stop,885,-0.04761904761904767,-0.04901904761904767,IS
IONQ,2025-01-28,0.038142189932537596,0.1723137371191341,37.14,38.86,eod,945,-0.044261451363870274,-0.04566145136387027,IS
LITE,2025-01-28,0.035459080490764405,0.07631628113022208,75.08,77.8,eod,945,-0.034961439588688914,-0.03636143958868891,IS
QBTS,2025-01-28,0.053763440860215006,0.25755248335893494,5.55,5.8275,stop,870,-0.04761904761904756,-0.04901904761904756,IS
RGTI,2025-01-28,0.0799196787148595,0.23668961560527826,12.5,13.08,eod,945,-0.04434250764525993,-0.04574250764525993,IS
SMR,2025-01-28,0.05328071040947213,0.1480181830995842,19.78,20.769000000000002,stop,615,-0.04761904761904767,-0.04901904761904767,IS
CORZ,2025-01-30,0.05846422338568935,0.10175454998753426,11.9406,12.53763,stop,855,-0.04761904761904767,-0.04901904761904767,IS
VRT,2025-01-30,0.04970124808691567,0.09419570082830231,115.55604976649214,114.388212,eod,945,0.01020942408376957,0.00880942408376957,IS
UUUU,2025-02-04,0.03809523809523818,0.061820408163265256,5.3195,5.41,eod,945,-0.016728280961183062,-0.01812828096118306,IS
ALAB,2025-02-06,0.03059022238904019,0.10865333315459992,107.1,104.51,eod,945,0.024782317481580662,0.023382317481580664,IS
HL,2025-02-18,0.04319850230346778,0.058492631599349136,5.525183978057555,5.54453,eod,945,-0.0034892086330933214,-0.004889208633093322,IS
RUN,2025-02-19,0.033860045146727025,0.0630844888745566,8.93,8.61,eod,945,0.03716608594657389,0.03576608594657389,IS
AAOI,2025-02-20,0.035492133186974195,0.10401129057550572,27.92,29.316000000000003,stop,750,-0.04761904761904767,-0.04901904761904767,IS
IONQ,2025-02-20,0.04393673110720564,0.10483032052891457,34.24,33.75,eod,945,0.014518518518518597,0.013118518518518597,IS
RGTI,2025-02-20,0.09519492293744336,0.12575023313042352,11.41,11.47,eod,945,-0.005231037489102031,-0.006631037489102031,IS
COIN,2025-02-21,0.0405315873572627,0.06140087298803539,262.5701,235.38,eod,945,0.11551576174696243,0.11411576174696243,IS
IONQ,2025-02-21,0.03140740740740755,0.10481650793650797,34.3057,31.74,eod,945,0.08083490863264031,0.07943490863264031,IS
IONQ,2025-02-26,0.03531786074672061,0.11246312046513866,30.17,29.93,eod,945,0.008018710324089628,0.006618710324089628,IS
SMR,2025-02-26,0.06161272004542884,0.14578648495173196,18.2505,17.95,eod,945,0.0167409470752089,0.0153409470752089,IS
VRT,2025-02-26,0.09532100144638345,0.07588551247392232,97.41962953858635,98.427763,eod,945,-0.010242368928100598,-0.011642368928100598,IS
ACHR,2025-02-27,0.04750304506699132,0.12345484600661213,8.275,7.92,eod,945,0.04482323232323249,0.04342323232323249,IS
APLD,2025-02-27,0.05983960518198628,0.12416409623689079,8.18,8.589,stop,660,-0.04761904761904767,-0.04901904761904767,IS
CLSK,2025-02-27,0.042512690355329896,0.09873821609862214,8.075,7.51,eod,945,0.07523302263648457,0.07383302263648457,IS
COHR,2025-02-27,0.03635204081632648,0.07515324344023326,78.1652,74.92,eod,945,0.04331553657234388,0.041915536572343884,IS
HOOD,2025-02-27,0.0595701125895598,0.09527167714578158,50.8275,48.78,eod,945,0.04197416974169732,0.04057416974169732,IS
IREN,2025-02-27,0.03297997644287398,0.11909136799596162,8.5,7.86,eod,945,0.08142493638676851,0.08002493638676851,IS
JOBY,2025-02-27,0.058208955223880476,0.06701705756929638,6.71,7.0455000000000005,stop,630,-0.04761904761904767,-0.04901904761904767,IS
LITE,2025-02-27,0.04193103448275881,0.06607684729064041,71.27,69.62,eod,945,0.023700086182131486,0.022300086182131487,IS
LUNR,2025-02-27,0.043939393939393945,0.11800043290043288,15.9,14.395,eod,945,0.10455019103855512,0.10315019103855512,IS
NBIS,2025-02-27,0.0476653696498055,0.12824505677757483,35.27,32.05,eod,945,0.10046801872074895,0.09906801872074895,IS
OKLO,2025-02-27,0.09263995453253782,0.16410871595014817,35.4101,32.39,eod,945,0.09324174127817231,0.09184174127817231,IS
RIOT,2025-02-27,0.06040268456375841,0.09188239054010867,9.22,8.66,eod,945,0.0646651270207852,0.0632651270207852,IS
RKLB,2025-02-27,0.034117647058823586,0.10227058823529411,21.17,19.83,eod,945,0.06757438224911771,0.06617438224911772,IS
SOUN,2025-02-27,0.04493207941483801,0.14773697566801017,9.51,9.9855,stop,660,-0.04761904761904767,-0.04901904761904767,IS
VRT,2025-02-27,0.05161747910495551,0.07198987284570454,95.37341809923169,92.239221,eod,945,0.03397900660101727,0.03257900660101727,IS
ACHR,2025-03-03,0.03040540540540526,0.12757319819819818,8.93,7.88,eod,945,0.133248730964467,0.13184873096446698,IS
APLD,2025-03-03,0.034375000000000044,0.13244375,8.1601,6.88,eod,945,0.18606104651162791,0.1846610465116279,IS
ASTS,2025-03-03,0.07266691257838431,0.12177767824208247,27.6,25.62,eod,945,0.07728337236533966,0.07588337236533967,IS
BTDR,2025-03-03,0.09666937449228263,0.13627132412672624,12.51,11.32,eod,945,0.10512367491166064,0.10372367491166064,IS
CLSK,2025-03-03,0.10325406758448041,0.08709190059002318,8.6,7.79,eod,945,0.10397946084723997,0.10257946084723997,IS
COIN,2025-03-03,0.07703367034597908,0.08036886983714739,222.66,205.75,eod,945,0.08218712029161601,0.08078712029161601,IS
CORZ,2025-03-03,0.03046594982078843,0.08162122375832052,11.31,10.14,eod,945,0.11538461538461542,0.11398461538461542,IS
HL,2025-03-03,0.03313839851110134,0.06342384404573806,5.225420834645669,5.065866,eod,945,0.03149606299212593,0.03009606299212593,IS
HOOD,2025-03-03,0.09221556886227544,0.0968011120615911,51.3401,46.89,eod,945,0.09490509703561534,0.09350509703561534,IS
HUT,2025-03-03,0.1193220338983052,0.0921864406779661,16.1,14.08,eod,945,0.14346590909090917,0.14206590909090916,IS
IONQ,2025-03-03,0.030525030525030417,0.13079568579568582,24.77,23.11,eod,945,0.07183037646040669,0.07043037646040669,IS
IREN,2025-03-03,0.0813106796116505,0.12283460471567266,8.5709,7.57,eod,945,0.13221928665785998,0.13081928665785997,IS
MARA,2025-03-03,0.10057471264367823,0.07779146141215106,15.03,13.79,eod,945,0.08992023205221167,0.08852023205221167,IS
OKLO,2025-03-03,0.04073075771188983,0.15744063663201124,33.5801,29.38,eod,945,0.1429577944179714,0.1415577944179714,IS
RIOT,2025-03-03,0.08405172413793127,0.09021012931034486,9.8,8.86,eod,945,0.10609480812641103,0.10469480812641103,IS
RKLB,2025-03-03,0.03660322108345526,0.11507181203374464,20.51,18.66,eod,945,0.09914255091103974,0.09774255091103974,IS
SMR,2025-03-03,0.042757417102966766,0.12613812016953377,17.01,15.45,eod,945,0.1009708737864079,0.0995708737864079,IS
SOUN,2025-03-03,0.04158964879852123,0.13700686559281752,10.96,11.508000000000001,stop,615,-0.04761904761904767,-0.04901904761904767,IS
HUT,2025-03-05,0.03708987161198296,0.11364632158141431,14.055,14.75775,stop,735,-0.04761904761904767,-0.04901904761904767,IS
NBIS,2025-03-05,0.0455927051671734,0.1730462681526511,29.83,30.17,eod,945,-0.011269472986410456,-0.012669472986410456,IS
ACHR,2025-03-12,0.07048458149779746,0.15036605831760022,7.16,7.518000000000001,stop,945,-0.04761904761904767,-0.04901904761904767,IS
ALAB,2025-03-12,0.05836487509462529,0.1046128474099708,69.97,68.82,eod,945,0.016710258645742604,0.015310258645742604,IS
APLD,2025-03-12,0.0556862745098039,0.1793378151260505,6.66,6.62,eod,945,0.0060422960725075026,0.004642296072507502,IS
ASTS,2025-03-12,0.04640614096301454,0.1389679493569933,29.63,27.56,eod,945,0.07510885341074025,0.07370885341074025,IS
CIEN,2025-03-12,0.03534010946051591,0.0758571428571428,65.55,66.4,eod,945,-0.012801204819277268,-0.014201204819277268,IS
COHR,2025-03-12,0.037379663056558377,0.08551282877772047,68.13,67.32,eod,945,0.012032085561497263,0.010632085561497263,IS
CORZ,2025-03-12,0.03360370799536483,0.1418432378745241,8.75,8.95,eod,945,-0.022346368715083775,-0.023746368715083774,IS
HIMS,2025-03-12,0.04148660328435594,0.205002263653949,35.91,33.93,eod,945,0.05835543766578244,0.05695543766578244,IS
HOOD,2025-03-12,0.0723322332233225,0.1433675153229609,38.58,38.92,eod,945,-0.008735868448098705,-0.010135868448098705,IS
HUT,2025-03-12,0.031144781144781142,0.15164502164502164,12.15,12.15,eod,945,0.0,-0.0014,IS
IREN,2025-03-12,0.039716312056737646,0.1513677811550152,7.24,7.04,eod,945,0.02840909090909083,0.02700909090909083,IS
LITE,2025-03-12,0.04883158742949245,0.08875825946817086,64.1101,64.02,eod,945,0.0014073726960326383,7.372696032638274e-06,IS
OKLO,2025-03-12,0.07852375343541418,0.17049441920466651,26.81,26.19,eod,945,0.023673157693776092,0.022273157693776094,IS
RKLB,2025-03-12,0.061132922041503335,0.132540661805945,18.65,18.43,eod,945,0.011937059142702156,0.010537059142702155,IS
SMR,2025-03-12,0.0468846391116593,0.12640477659293203,16.96,15.98,eod,945,0.06132665832290374,0.05992665832290374,IS
TEM,2025-03-12,0.06954804738920584,0.16794897511439855,47.5279,45.5,eod,945,0.044569230769230916,0.04316923076923092,IS
VRT,2025-03-12,0.06953801496651857,0.1024357207729368,85.31204567392832,85.222212,eod,945,0.0010541110330288816,-0.00034588896697111834,IS
COIN,2025-03-14,0.035607639867034635,0.10675446504028395,182.24,183.12,eod,945,-0.004805591961555278,-0.006205591961555278,IS
VRT,2025-03-14,0.0448910729173404,0.09711947417774451,85.10243425523157,87.288387,eod,945,-0.025042881646655135,-0.026442881646655134,IS
IONQ,2025-03-19,0.04012345679012341,0.11261652809271858,22.75,23.3,eod,945,-0.023605150214592308,-0.025005150214592306,IS
OKLO,2025-03-19,0.035357417371252975,0.136337158229933,26.13,27.4365,stop,765,-0.04761904761904756,-0.04901904761904756,IS
RKLB,2025-03-28,0.06188925081433205,0.07172832325112456,19.0001,18.62,eod,945,0.020413533834586328,0.01901353383458633,IS
HUT,2025-03-31,0.04948805460750849,0.07470685031691857,11.595,11.62,eod,945,-0.002151462994836373,-0.003551462994836373,IS
IONQ,2025-04-01,0.101495242410512,0.11096737652922518,22.48,23.604000000000003,stop,630,-0.04761904761904767,-0.04901904761904767,IS
QBTS,2025-04-01,0.04144736842105279,0.18458646616541355,7.33,7.6965,stop,645,-0.04761904761904767,-0.04901904761904767,IS
SMR,2025-04-01,0.04166666666666674,0.09984967715899921,14.01,14.7105,stop,675,-0.04761904761904756,-0.04901904761904756,IS
XPEV,2025-04-01,0.03667953667953672,0.0647576530612245,20.96,20.96,eod,945,0.0,-0.0014,IS
MP,2025-04-04,0.05157131345688959,0.04852365603775755,24.5207,23.06,eod,945,0.06334345186470092,0.06194345186470092,IS
ACHR,2025-04-08,0.0795795795795795,0.09586872586872584,6.96,6.4,eod,945,0.08749999999999991,0.08609999999999991,IS
AG,2025-04-08,0.05698516183814739,0.07336921266587515,5.608963784351144,5.220421,eod,945,0.07442748091603035,0.07302748091603035,IS
ALAB,2025-04-08,0.07541696881798421,0.09772091577747852,56.75,53.71,eod,945,0.05660026065909518,0.05520026065909518,IS
APLD,2025-04-08,0.09125475285171114,0.12953150461705593,5.47,5.08,eod,945,0.07677165354330695,0.07537165354330695,IS
ASTS,2025-04-08,0.06727613689639012,0.10598519858013528,21.92,20.3,eod,945,0.0798029556650246,0.0784029556650246,IS
BILI,2025-04-08,0.030089628681178038,0.06471236509968901,15.71,14.88,eod,945,0.05577956989247301,0.054379569892473015,IS
BTDR,2025-04-08,0.035628019323671545,0.11439354727398207,8.24,7.34,eod,945,0.12261580381471404,0.12121580381471404,IS
CDE,2025-04-08,0.043478217858609725,0.08385093352034528,5.209150743243243,4.804605,eod,945,0.08419958419958418,0.08279958419958418,IS
CLSK,2025-04-08,0.0397039030955586,0.1084204960584503,7.565,6.74,eod,945,0.12240356083086046,0.12100356083086046,IS
COIN,2025-04-08,0.050356052899287906,0.08395068849004506,160.905,151.47,eod,945,0.062289562289562284,0.060889562289562285,IS
CORZ,2025-04-08,0.05840455840455849,0.12449124949124953,7.17,6.51,eod,945,0.10138248847926268,0.09998248847926268,IS
EQX,2025-04-08,0.05208344228721562,0.05741569509688102,5.880777046572935,5.666659,eod,945,0.03778558875219673,0.03638558875219673,IS
FSM,2025-04-08,0.04460966542750944,0.07288900690387681,5.525,5.19,eod,945,0.06454720616570331,0.06314720616570331,IS
HIMS,2025-04-08,0.07310046813107673,0.12455578990688823,28.5,26.1,eod,945,0.09195402298850563,0.09055402298850564,IS
HMY,2025-04-08,0.06095676701431407,0.05513945064335329,13.02915603315343,12.564175,eod,945,0.037008481110254454,0.035608481110254456,IS
HOOD,2025-04-08,0.04871505224512851,0.1109214507604793,36.31,34.17,eod,945,0.06262803628914249,0.06122803628914249,IS
IONQ,2025-04-08,0.05714285714285716,0.12071177394034534,23.36,21.28,eod,945,0.09774436090225547,0.09634436090225547,IS
IREN,2025-04-08,0.0501700680272108,0.10651724975704568,5.995,5.3,eod,945,0.13113207547169825,0.12973207547169824,IS
JOBY,2025-04-08,0.05017921146953408,0.07160522273425501,5.7,5.33,eod,945,0.06941838649155718,0.06801838649155718,IS
MARA,2025-04-08,0.05328596802841923,0.10373318954580056,11.36,10.52,eod,945,0.07984790874524705,0.07844790874524706,IS
MP,2025-04-08,0.0837849103793249,0.06952569523015541,24.75,21.94,eod,945,0.12807657247037363,0.12667657247037362,IS
NBIS,2025-04-08,0.06983372921615194,0.1245476756023074,21.65,20.06,eod,945,0.07926221335992034,0.07786221335992034,IS
OKLO,2025-04-08,0.08891928864569087,0.13355807439254772,22.58,20.23,eod,945,0.11616411270390503,0.11476411270390503,IS
QBTS,2025-04-08,0.08181818181818179,0.1556818181818182,6.81,6.22,eod,945,0.094855305466238,0.093455305466238,IS
RGTI,2025-04-08,0.07322929171668657,0.11451895043731777,8.587,7.72,eod,945,0.1123056994818652,0.1109056994818652,IS
RIOT,2025-04-08,0.04500703234880432,0.09538175607795858,7.175,6.54,eod,945,0.09709480122324154,0.09569480122324155,IS
SMR,2025-04-08,0.08510638297872353,0.1146393110435664,14.73,13.91,eod,945,0.058950395398993605,0.057550395398993606,IS
TEM,2025-04-08,0.06241217798594856,0.12292455670792907,43.46,37.23,eod,945,0.16733816814397007,0.16593816814397006,IS
VRT,2025-04-08,0.09996865628513674,0.11066649425475258,67.39364488108107,62.810198,eod,945,0.0729729729729729,0.0715729729729729,IS
RGTI,2025-04-09,0.03367875647668406,0.1260658771280533,7.83,8.2215,stop,795,-0.04761904761904767,-0.04901904761904767,IS
XPEV,2025-04-10,0.03497706422018343,0.06983125819134993,17.63,18.511499999999998,stop,825,-0.04761904761904756,-0.04901904761904756,IS
AAOI,2025-04-14,0.06560283687943258,0.19752875506585615,11.52,11.25,eod,945,0.02400000000000002,0.022600000000000023,IS
ACHR,2025-04-14,0.04267425320056906,0.10533326559642348,7.15,7.25,eod,945,-0.013793103448275779,-0.015193103448275779,IS
AFRM,2025-04-14,0.030624845640898846,0.12342677204247958,41.25,40.78,eod,945,0.011525257479156448,0.010125257479156448,IS
ALAB,2025-04-14,0.05255280226176606,0.10976230072937208,60.24,59.41,eod,945,0.013970712001346586,0.012570712001346586,IS
APLD,2025-04-14,0.06238185255198481,0.13831758034026465,5.38,5.37,eod,945,0.0018621973929235924,0.00046219739292359245,IS
ASTS,2025-04-14,0.039089347079037884,0.10469655130093271,23.5601,22.91,eod,945,0.028376254910519316,0.026976254910519318,IS
BE,2025-04-14,0.03174603174603163,0.11119574020084225,17.735,17.9,eod,945,-0.009217877094972016,-0.010617877094972016,IS
BTDR,2025-04-14,0.0540880503144654,0.13315723270440252,8.105,7.87,eod,945,0.02986022871664562,0.028460228716645622,IS
CIEN,2025-04-14,0.04151071793126904,0.0898325475137316,59.85,58.5,eod,945,0.023076923076922995,0.021676923076922996,IS
CLSK,2025-04-14,0.04066666666666663,0.11402761904761904,7.66,8.043000000000001,stop,645,-0.04761904761904767,-0.04901904761904767,IS
COHR,2025-04-14,0.06612318840579712,0.1277573757763975,56.28,56.14,eod,945,0.0024937655860348684,0.0010937655860348684,IS
CORZ,2025-04-14,0.04879773691654865,0.13381491210345528,7.23,7.06,eod,945,0.024079320113314484,0.022679320113314486,IS
CRDO,2025-04-14,0.05449380165289264,0.12529665363046044,39.2242,39.1,eod,945,0.003176470588235336,0.0017764705882353361,IS
HIMS,2025-04-14,0.054719059860447894,0.13272755888987986,27.65,28.31,eod,945,-0.02331331684916993,-0.024713316849169928,IS
HUT,2025-04-14,0.04851973684210531,0.11180862312030077,12.39,12.1,eod,945,0.023966942148760495,0.022566942148760497,IS
IREN,2025-04-14,0.04618117229129659,0.12240294341537677,5.685,5.75,eod,945,-0.011304347826087024,-0.012704347826087025,IS
LITE,2025-04-14,0.07119173005656321,0.1322271448076012,53.25,52.36,eod,945,0.016997708174178783,0.015597708174178783,IS
LUNR,2025-04-14,0.0362694300518136,0.12024981495188751,7.84,7.73,eod,945,0.014230271668822736,0.012830271668822736,IS
NBIS,2025-04-14,0.03765690376569042,0.13407518097894666,21.65,20.73,eod,945,0.044380125422093464,0.042980125422093465,IS
OKLO,2025-04-14,0.06333333333333346,0.1352301587301587,22.9,22.55,eod,945,0.015521064301551979,0.014121064301551979,IS
QBTS,2025-04-14,0.044137931034482714,0.11600985221674878,7.4112,7.02,eod,945,0.055726495726495795,0.054326495726495797,IS
RIOT,2025-04-14,0.03966005665722383,0.10827701335491702,7.211,7.01,eod,945,0.02867332382310983,0.027273323823109832,IS
SMR,2025-04-14,0.040924092409240886,0.11270532767562472,15.0201,15.25,eod,945,-0.01507540983606559,-0.016475409836065588,IS
SOUN,2025-04-14,0.051932367149758685,0.11580227743271224,8.425,8.15,eod,945,0.033742331288343586,0.03234233128834359,IS
TEM,2025-04-14,0.04510921177587868,0.13494471577804912,42.51,43.13,eod,945,-0.014375144910735105,-0.015775144910735103,IS
VRT,2025-04-14,0.0518603646999658,0.11795103632327698,70.36439760095014,71.46782,eod,945,-0.015439429928740811,-0.01683942992874081,IS
HUT,2025-04-23,0.07803223070398668,0.1105149642554223,12.27,12.26,eod,945,0.0008156606851550396,-0.0005843393148449603,IS
SNDK,2025-04-23,0.0798446995273463,0.15599980708015818,31.34,30.36,eod,945,0.0322793148880105,0.030879314888010503,IS
HMY,2025-05-02,0.0316073089158424,0.060253612179708496,14.82415818604651,14.68753,eod,945,0.009302325581395321,0.00790232558139532,IS
XPEV,2025-05-02,0.0637386181039099,0.06030224194659114,19.71,19.76,eod,945,-0.0025303643724696734,-0.003930364372469674,IS
AG,2025-05-05,0.03045677606243835,0.05568407809250836,5.877954742951907,6.007469,eod,945,-0.021558872305141086,-0.022958872305141084,IS
CDE,2025-05-05,0.030131725905742757,0.059927374013380816,5.279072072477064,5.443887,eod,945,-0.03027522935779825,-0.03167522935779825,IS
RKLB,2025-05-12,0.06070209653827385,0.06494741241206378,21.1209,21.26,eod,945,-0.006542803386641705,-0.007942803386641705,IS
MSTR,2025-05-27,0.031406457200075844,0.056513142888071834,375.57,372.2,eod,945,0.009054271896829613,0.007654271896829613,IS
XPEV,2025-05-29,0.051215726849456855,0.050809252826842094,19.9556,20.1,eod,945,-0.007184079601990079,-0.008584079601990079,IS
ACHR,2025-06-03,0.048304213771839466,0.10156364704155042,9.78,9.72,eod,945,0.006172839506172645,0.004772839506172645,IS
AAOI,2025-06-04,0.03997613365155117,0.08869971019434025,17.08,17.11,eod,945,-0.001753360607831711,-0.003153360607831711,IS
GLXY,2025-06-05,0.032121513944223246,0.10700839499146272,19.81,19.07,eod,945,0.03880440482433123,0.03740440482433123,IS
ASST,2025-06-09,0.0546875,0.37717633928571426,115.28,109.2,eod,945,0.0556776556776557,0.0542776556776557,IS
BTDR,2025-06-09,0.036454610436025714,0.07465842949045237,13.81,14.01,eod,945,-0.014275517487508882,-0.01567551748750888,IS
