,0
2025-05-08,0.9704556995354119
2025-05-09,0.9704556995354119
2025-05-12,0.9627475607185563
2025-05-13,0.9627475607185563
2025-05-14,0.9627475607185563
2025-05-15,0.9627475607185563
2025-05-16,0.9627475607185563
2025-05-19,0.9627475607185563
2025-05-20,0.9627475607185563
2025-05-21,0.9627475607185563
2025-05-22,0.9627475607185563
2025-05-23,0.9627475607185563
2025-05-27,0.9701166923163055
2025-05-28,0.9701166923163055
2025-05-29,0.9617891334062431
2025-05-30,0.9617891334062431
2025-06-02,0.9617891334062431
2025-06-03,0.9663795985787719
2025-06-04,0.9633322552204014
2025-06-05,0.9993651248750013
2025-06-06,0.9993651248750013
2025-06-09,1.025856223213954
2025-06-10,0.9910311885611215
2025-06-11,0.9910311885611215
2025-06-12,0.9910311885611215
2025-06-13,0.9910311885611215
2025-06-16,0.9910311885611215
2025-06-17,0.9910311885611215
2025-06-18,0.9910311885611215
2025-06-20,1.0420253587768107
2025-06-23,1.0420253587768107
2025-06-24,1.0420253587768107
2025-06-25,1.0640370362642588
2025-06-26,1.0608327320721498
2025-06-27,1.035111640906762
2025-06-30,0.9843714540901229
2025-07-01,0.9843714540901229
2025-07-02,0.9843714540901229
2025-07-07,0.9843714540901229
2025-07-08,0.9843714540901229
2025-07-09,0.9843714540901229
2025-07-10,0.9843714540901229
2025-07-11,0.9843714540901229
2025-07-14,0.9843714540901229
2025-07-15,0.9725718823639076
2025-07-16,0.9725718823639076
2025-07-17,0.9725718823639076
2025-07-18,0.9725718823639076
2025-07-21,1.0333939274799422
2025-07-22,0.9827379413395683
2025-07-23,1.0073268628018488
2025-07-24,1.0073268628018488
2025-07-25,1.0073268628018488
2025-07-28,1.0704279373675263
2025-07-29,1.0704279373675263
2025-07-30,1.0928739344914555
2025-07-31,1.0920519078403816
2025-08-01,1.0979571913495392
2025-08-04,1.1073046690081287
2025-08-05,1.1073046690081287
2025-08-06,1.1097829581239846
2025-08-07,1.1393521467320178
2025-08-08,1.1748124380785967
2025-08-11,1.196441887669886
2025-08-12,1.1932972635398733
2025-08-13,1.1932972635398733
2025-08-14,1.1932972635398733
2025-08-15,1.2260693825783222
2025-08-18,1.2260693825783222
2025-08-19,1.2260693825783222
2025-08-20,1.2260693825783222
2025-08-21,1.2260693825783222
2025-08-22,1.2260693825783222
2025-08-25,1.2260693825783222
2025-08-26,1.2260693825783222
2025-08-27,1.2260693825783222
2025-08-28,1.2260693825783222
2025-08-29,1.2260693825783222
2025-09-02,1.2260693825783222
2025-09-03,1.2260693825783222
2025-09-04,1.2260693825783222
2025-09-05,1.2498525653623824
2025-09-08,1.2498525653623824
2025-09-09,1.2058738753039813
2025-09-10,1.230222536618826
2025-09-11,1.230222536618826
2025-09-12,1.256180232141483
2025-09-15,1.2308648477637243
2025-09-16,1.2308648477637243
2025-09-17,1.2308648477637243
2025-09-18,1.1786713548635357
2025-09-19,1.1786713548635357
2025-09-22,1.1786713548635357
2025-09-23,1.1786713548635357
2025-09-24,1.1786713548635357
2025-09-25,1.1786713548635357
2025-09-26,1.1786713548635357
2025-09-29,1.1923178552863842
2025-09-30,1.1923178552863842
2025-10-01,1.1923178552863842
2025-10-02,1.1338715695610602
2025-10-03,1.19367887742985
2025-10-06,1.223614377167798
2025-10-07,1.223614377167798
2025-10-08,1.223614377167798
2025-10-09,1.3435867247139084
2025-10-10,1.3435867247139084
2025-10-13,1.3340906847927991
2025-10-14,1.3340906847927991
2025-10-15,1.3541377468300424
2025-10-16,1.4396056795864185
2025-10-17,1.4396056795864185
2025-10-20,1.4628565842363472
2025-10-21,1.4608085850184165
2025-10-22,1.4608085850184165
2025-10-23,1.410274090085362
2025-10-24,1.4078434241859659
2025-10-27,1.4075004563315716
2025-10-28,1.4075004563315716
2025-10-29,1.4125611089238548
2025-10-30,1.4125611089238548
2025-10-31,1.3910250460277955
2025-11-03,1.4163426824216905
2025-11-04,1.4163426824216905
2025-11-05,1.3893036843337319
2025-11-06,1.4321749070573977
2025-11-07,1.4321749070573977
2025-11-10,1.4811139764861054
2025-11-11,1.4774506185445766
2025-11-12,1.5290999830453305
2025-11-13,1.5290999830453305
2025-11-14,1.5290999830453305
2025-11-17,1.5290999830453305
2025-11-18,1.5290999830453305
2025-11-19,1.5290999830453305
2025-11-20,1.6615669539502889
2025-11-21,1.6290273755888187
2025-11-24,1.5729560578758177
2025-11-25,1.5649667374305685
2025-11-26,1.5153399648597718
2025-12-01,1.5153399648597718
2025-12-02,1.5166610468762711
2025-12-03,1.4423157667974886
2025-12-04,1.445908648330188
2025-12-05,1.445908648330188
2025-12-08,1.441949069120446
2025-12-09,1.441949069120446
2025-12-10,1.441949069120446
2025-12-11,1.441949069120446
2025-12-12,1.441949069120446
2025-12-15,1.4816452191261262
2025-12-16,1.4816452191261262
2025-12-17,1.5295430324518131
2025-12-18,1.5550717495201298
2025-12-19,1.5550717495201298
2025-12-22,1.5597890360921978
2025-12-23,1.5597890360921978
2025-12-26,1.5597890360921978
2025-12-29,1.5597890360921978
2025-12-30,1.5989695246097706
2025-12-31,1.6162136246682992
2026-01-02,1.5407058085872327
2026-01-05,1.5114640665517165
2026-01-06,1.5114640665517165
2026-01-07,1.5114640665517165
2026-01-08,1.5114640665517165
2026-01-09,1.5114640665517165
2026-01-12,1.5191243841588165
2026-01-13,1.5191243841588165
2026-01-14,1.5191243841588165
2026-01-15,1.5191243841588165
2026-01-16,1.5191243841588165
2026-01-20,1.5191243841588165
2026-01-21,1.444658353632479
2026-01-22,1.510652836428708
2026-01-23,1.510652836428708
2026-01-26,1.510652836428708
2026-01-27,1.4709172945051132
2026-01-28,1.4709172945051132
2026-01-29,1.4709172945051132
2026-01-30,1.4709172945051132
2026-02-02,1.3988143296020863
2026-02-03,1.3507281306319756
2026-02-04,1.3848062674446686
2026-02-05,1.3848062674446686
2026-02-06,1.3169243830776427
2026-02-09,1.3169243830776427
2026-02-10,1.3169243830776427
2026-02-11,1.3020896950250416
2026-02-12,1.4677979668104821
2026-02-13,1.4846875452404835
2026-02-17,1.4846875452404835
2026-02-18,1.4846875452404835
2026-02-19,1.4846875452404835
2026-02-20,1.4846875452404835
2026-02-23,1.4846875452404835
2026-02-24,1.4846875452404835
2026-02-25,1.4904785163599135
2026-02-26,1.5087894018906154
2026-02-27,1.5087894018906154
2026-03-02,1.5087894018906154
2026-03-03,1.5087894018906154
2026-03-04,1.440325534579033
2026-03-05,1.440325534579033
2026-03-06,1.440325534579033
2026-03-09,1.440325534579033
2026-03-10,1.4243000608822782
2026-03-11,1.4243000608822782
2026-03-12,1.4243000608822782
2026-03-13,1.4360799947994707
2026-03-16,1.434951191439388
2026-03-17,1.4615966611072595
2026-03-18,1.4615966611072595
2026-03-19,1.4615966611072595
2026-03-20,1.4615966611072595
2026-03-23,1.4032564367334606
2026-03-24,1.4032564367334606
2026-03-25,1.4203120409030063
2026-03-26,1.4203120409030063
2026-03-27,1.4245422597588906
2026-03-30,1.47733307012911
2026-03-31,1.4049156100152573
2026-04-01,1.4333380774893925
2026-04-02,1.4333380774893925
2026-04-06,1.4333380774893925
2026-04-07,1.4333380774893925
2026-04-08,1.4542171015822531
2026-04-09,1.4542171015822531
2026-04-10,1.3829327642313594
2026-04-13,1.3829327642313594
2026-04-14,1.3829327642313594
2026-04-15,1.3829327642313594
2026-04-16,1.3829327642313594
2026-04-17,1.3829327642313594
2026-04-20,1.3829327642313594
2026-04-21,1.3829327642313594
2026-04-22,1.3829327642313594
2026-04-23,1.3829327642313594
2026-04-24,1.3829327642313594
2026-04-27,1.3829327642313594
2026-04-28,1.3829327642313594
2026-04-29,1.3151427172075612
2026-04-30,1.2994665208341778
2026-05-01,1.2994665208341778
2026-05-04,1.2994665208341778
2026-05-05,1.3466392514542016
2026-05-06,1.2984677523705497
2026-05-07,1.2348180997853
2026-05-08,1.2348180997853
2026-05-11,1.2348180997853
2026-05-12,1.2348180997853
2026-05-13,1.2022494090911569
2026-05-14,1.2022494090911569
2026-05-15,1.2022494090911569
2026-05-18,1.2022494090911569
2026-05-19,1.2022494090911569
2026-05-20,1.1722568200975685
2026-05-21,1.1272471706443536
2026-05-22,1.1272471706443536
2026-05-26,1.1645944387814031
2026-05-27,1.1645944387814031
2026-05-28,1.2135467726214058
2026-05-29,1.1540598655863354
2026-06-01,1.1540598655863354
2026-06-02,1.147075461610593
2026-06-03,1.147075461610593
2026-06-04,1.147075461610593
2026-06-05,1.147075461610593
2026-06-08,1.141421911012855
2026-06-09,1.2135524668214468
2026-06-10,1.2135524668214468
2026-06-11,1.2135524668214468
2026-06-12,1.1540652806621137
2026-06-15,1.1638667738425483
2026-06-16,1.1638667738425483
2026-06-17,1.1638667738425483
2026-06-18,1.1452754541205743
2026-06-22,1.1452754541205743
2026-06-23,1.1452754541205743
2026-06-24,1.126022275527468
2026-06-25,1.1151929901852324
2026-06-26,1.1151929901852324
2026-06-29,1.096158803321977
2026-06-30,1.0970566825285637
2026-07-01,1.0970566825285637
2026-07-02,1.0970566825285637
2026-07-06,1.1063136712396544
2026-07-07,1.1063136712396544
2026-07-08,1.1135250843256919
2026-07-09,1.1105387623836585
2026-07-10,1.14158130010514
2026-07-13,1.14158130010514
2026-07-14,1.14616361060277
2026-07-15,1.161575631164245
2026-07-16,1.161575631164245
2026-07-17,1.161575631164245
2026-07-20,1.161575631164245
2026-07-21,1.1238104679961698
2026-07-22,1.1238104679961698
2026-07-23,1.1238104679961698
2026-07-24,1.1205071295417202
2026-07-27,1.148207484650352
2026-07-28,1.148207484650352
2026-07-29,1.2142653512825339
2026-07-30,1.2142653512825339
2026-07-31,1.2380734570280496
2026-08-03,1.2380734570280496
2026-08-04,1.2328262423659153
2026-08-05,1.2328262423659153
2026-08-06,1.2328262423659153
2026-08-07,1.2472300081335665
2026-08-10,1.2472300081335665
2026-08-11,1.2672421953838826
2026-08-12,1.2782449518260826
2026-08-13,1.2782449518260826
2026-08-14,1.2782449518260826
2026-08-17,1.277816692122308
2026-08-18,1.277816692122308
2026-08-19,1.277816692122308
2026-08-20,1.277816692122308
2026-08-21,1.4054529121033452
2026-08-24,1.4054529121033452
2026-08-25,1.3868683917880842
2026-08-26,1.3868683917880842
2026-08-27,1.3923842923446152
2026-08-28,1.3923842923446152
2026-08-31,1.3923842923446152
2026-09-01,1.3923842923446152
2026-09-02,1.3923842923446152
2026-09-03,1.3923842923446152
2026-09-04,1.4333325448568615
